"project_id","title","description","operating_unit","budget","expense"
"00056855","Capacity for Governance Programme & Conflict Management","Supporting Nigeria's Capacity for Governance  and Conflict Prevention, Management and Peace-Building at the Federal and State level.","Nigeria","21994365.00","21151035.00"
"00069442","Modernizacion y Gestion de los activos estrategicos","Programa de Modernización y gestión de los activos estratégicos de la Comisión Ejecutiva Portuaria Autónoma","El Salvador","21035556.00","21031056.00"
"00044201","DEPRIVED FAMILIES ECONOMIC EMPOWERMENT PROGRAMME DEEP","DEPRIVED fAMILIES ECONOMIC EMPOWERMENT PROGRAMME DEEP to empower and graduate the depressed & deprived Palestinian families (cronic & hard hit poor ) from being receipients of humanitarian assistance to providers of income.","Prog for Palestinian People","20154960.00","19953654.00"
"00061908","Atención Primaria de la Salud Buenos Aires","Apoyo al Fortalecimiento de la Estrategia de Atención Primaria  de la Salud  de la Provincia de Buenos Aires","Argentina","18609241.00","17550145.00"
"00064223","r3.1 Global Fund Portfolio","Key basic service delivery systems are in place, laying the groundwork for increased demand and provision of TB, HIV and HSS services","South Sudan, Republic of","17703330.00","15411500.00"
"00078972","South Sudan CHF MA NGO 2014","South Sudan Common Humanitarian Fund (South Sudan CHF) Management Agent/NGO execution year 2014 round1","South Sudan, Republic of","17538226.00","17057179.00"
"00063524","National Energy Efficiency Programme -  Phase 2","The second phase of a capacity development programme for the new Saudi Energy Efficiency Centre to develop Energy Efficiency Policy and Regulations","Saudi Arabia","17212419.00","13674605.00"
"00089620","Law and Order Trust Fund for Afghanistan (LOTFA) - Ministry of Internal Affairs (MOIA) DEVELOPMENT","MOIA Development Outcome: Capacities for reform and accountable and efficient MOIA management and oversight are improved with integrated civilian and uniformed leadership and management.","Afghanistan","17100571.00","6269771.00"
"00082428","South Sudan Common Humanitarian Fund Eemergency round 2","South Sudan Common Humanitarian Fund Eemergency round 2","South Sudan, Republic of","16649358.00","15890405.00"
"00085384","Support Services to MoHCC","Support to the implementation of the TB and Malaria grants managed by the Ministry of Health and Child Welfare in Zimbabwe reaching to the persons affected and living with HIV/AIDS in the 10 provinces of Zimbabwe.","Zimbabwe","15917349.00","10758529.00"
"00085372","Joint Programme on Rule of Law","Enhance capacity of Somalia's Rule of Law system to cater to the specific needs of All, and especially  vulnerable groups.","Somalia","15645956.00","11543344.00"
"00068950","Modernization of Bagratashen, Bavra, Gogavan BCPs","The overall objective of this project is to support the Government of Armenia in implementation of the selected provisions of the Government Decree #482 (21.04.2011) on the approval of 2011-2015 IBM Action Plan","Armenia","15600449.00","16924673.00"
"00073902","Programmade Gobernanza y Gestion en Salud - Proyectos ""Banco Internacional de Reconstruccion y Fomento""","Con la realización del Proyecto, se espera lograr una: i) Gestión Centralizada de la UFIS de la cartera del BM; ii) Apoyo en la utilización y calidad de los servicios de salud priorizados para la población sin cobertura explicita de salud.","Argentina","15557830.00","13674874.00"
"00074638","Global Health Innovative Tech Research and Development","Global Health Innovative Technology Research and Development - Accelerating access and delivery of new health technologies for tuberculosis, malaria and neglected tropical diseases: supporting countries to achieve universal health coverage.","Bureau Policy & Prog Support","15544111.00","15258627.00"
"00070162","Fighting HIV /AIDS in Mali","Projet Phase du Round 8 VIH/Sida du Fonds Mondial: Prévention et Traitement du VIH/SIDA au Mali","Mali","15403354.00","13852333.00"
"00060777","Afghanistan Peace & Reintegration Programme","Afghanistan Peace & Reintegration Programme works to promote peace, reconciliation and security in Afghan communities through outreach, reintegration and community recovery initiatives.","Afghanistan","15182396.00","11669042.00"
"00057501","Democratic Governance","Democratic Governance","Bureau Policy & Prog Support","14638671.00","11329110.00"
"00088037","Common Humanitarian Fund 2015","Provision of life-saving basic services through NGOs as part of the Common Humanitarian Fund (CHF).","Sudan, Republic of the","14541561.00","6291174.00"
"00065799","Supporting Lebanese Hosting Communities","Support to economic recovery, community security and social cohesion in Lebanese communities affected by the Syrian Crisis","Lebanon","14260934.00","13175381.00"
"00061483","Haiti: Scaling up the Response to HIV/AIDS","Haiti: Scaling up the Response to HIV/AIDS - Increase in funding and activities to fight HIV AIDS","Haiti","14240428.00","12771219.00"
"00078163","Improving efficiency of vaccination systems","Health System Strengthening through Electronic Vaccine Intelligence Network (eVIN) across states","India","14000000.00","9654733.00"
"00090474","Procurement Support Services to Ministry of Health","At the request of the MoH, UNDP procures a range of medicines and medical products as an emergency measure, and builds the capacity needed to support a transparent, cost-effective procurement system for the Ministry.","Ukraine","13965557.00","-108000.00"
"00061947","Capacity Development for Results Management","The project will respond to expressed needs of the Government and other actors in the context of Public Finance Management as well as addressing the capacity gaps in the national poverty monitoring and evaluation institutions and systems.","United Republic of Tanzania","13720070.00","11697055.00"
"00077295","Early Recovery for Areas Affected by Ty Haiyan","Time-critical debris management to enable the Typhoon Haiyan (local name: Yolanda) affected municipalities and cities to systematically undertake the clearance of critical pathways and roads for the entry of life-saving humanitarian aid","Philippines","13702852.00","8459066.00"
"00049410","Gestión Ambiental Minera para una Producción Sustentable","Contribuir al mejoramiento de las condiciones de producción en la actividad minera, sobre la base de un desarrollo ambiental y socialmente sustentable","Argentina","13236434.00","7864547.00"
"00068311","Governance for Local Economic Development (GLED) - DIM","Programme for strengthening governance capacities at District, Divisional and Provincial levels and improving socio-economic opportunities in vulnerable regions in the country.","Sri Lanka","13102095.00","8088038.00"
"00014311","Desarrollo de los Centros de Justicia","Proyecto de Infraestructura y Desarrollo de los Centros de Justicia, de la Corte Suprema de Justicia.","Paraguay","13000000.00","12343026.00"
"00048435","COMISION INTERNACIONAL CONTRA IMPUNIDAD CICIG","International Commission against Impunity in Guatemala (CICIG)","Guatemala","12952362.00","12924250.00"
"00050972","rgProducción Limpia y Consumo Sustentable","Apoyo al Programa Federal de Producción Limpia y Consumo Sustentable (PLyCS)","Argentina","12844052.00","5260643.00"
"00063257","UN-REDD Global Programme Support to National REDD+Action","United Nations-Reducing Emissions from Deforestation and Forest Degradation Global Programme Framework","Bureau Policy & Prog Support","12707562.00","9952780.00"
"00063879","Global Fund Malaria Round 10","Malaria interventions Scaling-up for Universal Coverage to reduce malaria-related morbidity and mortality by 50% of the 2009 levels by 2016 .","Sudan, Republic of the","12588308.00","11546601.00"
"00068932","Democratic Empowerment Project","The project was established to strengthen the capacity of key institutions of democracy (Electoral Management Bodies (EMBs), Political Parties, Police, Judiciary)  to deliver inclusive, credible and peaceful elections.","United Republic of Tanzania","12505107.00","11709040.00"
"00062552","Fortalecimiento Ministerio Salud Santiago del Estero","Fortalecimiento de las Capacidades Institucionales del Ministerio de Salud y Desarrollo Social de la Provincia de Santiago del Estero a través de la mejora en el sistema de gestión  y desarrollo de un nuevo polo hospitalario en la ciudad de La Banda","Argentina","12028082.00","10480956.00"
"00083251","Appui à la réponse nationale à l'épidémie Ebola","Appui à la réponse nationale à l'épidémie de la fièvre hémorragique Ebola en Guinée","Guinea","12008720.00","11486685.00"
"00048935","Country Support Team Workplan","BCPR Programme Support & Operations Cluster Workplan for all Regional Teams","Crisis Response Unit","11752643.00","8865401.00"
"00085156","Iraq Crisis Response and Resilience","Iraq Crisis Response and Resilience is a programme that supports crisis response, and helps to strengthen resilience in Iraq.","Iraq","11726506.00","4234719.00"
"00036408","DESARROLLO METROPOLITANO MUNICIPALIDAD DE GUATEMALA","PROGRAMA DE DESARROLLO METROPOLITANO DE LA MUNICIPALIDAD DE GUATEMALA","Guatemala","11670788.00","9008974.00"
"00086982","Strengthening African Engagement in Global Development","Strengthening African Engagement in global Development Debates.","Reg Bureau for Africa","11436858.00","9489398.00"
"00082887","Improvement of Basic Infrastructure for internally displaced people","Improvement of Basic Service Infrastructure in the Host Communities/Internally Displaced People IDP Settlements","Iraq","11257391.00","6737693.00"
"00075077","EFICACIA Y EFICIENCIA EN USO DE RECURSOS REGALIAS","Fortalecer las capacidades de gestión pública territorial y nacional en el uso eficaz y eficiente de los recursos provenientes del Sistema General de Regalías (SGR)","Colombia","11098005.00","8930893.00"
"00063099","Sector Plan for HCFC Phase-out in the ICR Sector","Sector Plan for Hydrochlorofluorocarbon (HCFC) Phase-out in Industrial and Commercial Registration and Air Conditioning (ICR) Sector in China (Stage I: compliance with 2013 and 2015 targets)","China","11000907.00","10998999.00"
"00077432","Support of the 2015 electoral cycle","Le Projet vise a renforcer les capacités de la Commission Electorale afin de permettre la conduite efficiente et pérenne du processus électoral libre, transparent, crédible et inclusif, conformément aux bonnes pratiques internationales.","Burundi","10808787.00","10194282.00"
"00080091","Assistance sanitaire d'urgance aux enfants femmes enceintes, allaitantes et personees vulnerable","Appui aux actions humanitaires d'urgence en matière de  santé auprès de s communautés victimes des conflits en RCA - sur fonds  CHF","Central African Republic","10805166.00","11662640.00"
"00011503","Development and Confidence Building in the Chittagong Hill Tracts (CHT)","Development and Confidence Building in the Chittagong Hill Tracts (CHT)","Bangladesh","10765521.00","10364733.00"
"00057622","Refugee Affected & Hosting Areas Programme","The overall objective of RAHA is to promote regional stability and compensate for social, economic and environmental consequences wrought on Pakistani communities by the presence of more than 3 million Afghans over the past 30 years.","Pakistan","10665094.00","9855564.00"
"00075193","Micro-Enterprise Development Programme (MEDEP) IV","Micro-Enterprise Development Programme (MEDEP) IV. MEDEP aims to reduce poverty through creating and developing micro-enterprises and generating employment in rural areas of Nepal","Nepal","10504839.00","9590924.00"
"00063928","Global HIV, Health and Development Project","Policy and technical support to address development dimensions of HIV and health. UNDP’s work in HIV and health is guided by the 2030 Agenda for Sustainable Development & the UNDP Strategic Plan 2018-2021.","Bureau Policy & Prog Support","10475610.00","9445499.00"
"00088231","ORGANIZAÇÃO DOS I JOGOS MUNDIAIS INDÍGENAS","I World Indians Games Organization  to promote, publicize and preserve the indians culture","Brazil","10350908.00","10321625.00"
"00084715","Early Recovery Programme","The project aims to overcome the consequences of the military conflict in Ukraine and to provide a foundation for a rapid transition to sustainable recovery of the conflict-affected regions","Ukraine","10309823.00","6749824.00"
"00076307","Alianzas Territoriales para la Paz","Contribuir al avance de Colombia hacia el goce de una paz sostenible y duradera, la satisfacción plena de los derechos fundamentales y un desarrollo humano integral con pertinencia cultural.","Colombia","10209992.00","8169478.00"
"00066910","Improving Services at Local Level","Improving Service Delivery at the Local Level","Serbia","9993883.00","5593592.00"
"00072468","Autorité de l'Etat","Appui à la restauration de l'autorité de l'Etat. Il s'agit d'un ensemble des projets dans le domaine de la justice, de la décentralisation, de la police,...","Democratic Republic of Congo","9965190.00","8335304.00"
"00058922","Afghanistan Sub-National Governance Programme II","Afghanistan Sub-National Governance Programme II supports Independent Directorate of Local Governance (IDLG), 34 provincial governor offices, 34 provincial councils, 21 municipalities and a number of district governor offices.","Afghanistan","9885448.00","9579688.00"
"00070594","DRC-PF/MULTISECTORIAL NGO's","Projet humanitaire multisectoriel pour assurer la protection et l'assistance des réfugiés et demandeurs d'asile en RDC","Democratic Republic of Congo","9646021.00","9591736.00"
"00070016","APOYO LOGÍSITICO PROCESO DE PAZ DE COLOMBIA","Realizar el apoyo logístico y operativo para el desarrollo de la Mesa de Diálogo en el marco del Proceso de Paz que adelanta el Gobierno Colombiano, garantizando de manera eficaz y transparente, los recursos necesarios para el funcionamiento de la Mesa","Colombia","9559836.00","8354299.00"
"00033363","Joint  UNDP-DPA Programme on Conflict Prevention","Joint UNDP -DPA Programme on Building National Capacities for Conflict Prevention","BCPR","9434073.00","5020856.00"
"00083226","Appui d'urgence en matière d'éduction","Appui d'urgence en matière d'éduction sur Fonds du Common Humanitarian Fund en 2014, en République Centrafricaine","Central African Republic","9316306.00","4638192.00"
"00064570","Projet Elections 2012-2014","Le projet traduit l'engagement des Nations Unies pour appuyer financièrement et techniquement le processus électoral en vue de contribuer à  'enracinement de l'Etat de droit, la démocratie pluraliste et la stabilité politique au Mali","Mali","9299911.00","6626429.00"
"00040048","Prevention & control of HIV/AIDS, Malaria, TB in IR Iran","The prevention and control of HIV/AIDS, Malaria and Tuberculosis in I. R. Iran through public, civil society and private partnership - Global Funds for AIDS, Tuberculosis and Malaria (GFATM)","Iran, Islamic Republic of","9141408.00","8872992.00"
"00059147","Global Fund Single Stream of Funding TB/HSS","Comprehensiveness and Quality of DOTS in Sudan, addressing TB control in war-affected, post conflict areas and other challenges.","Sudan, Republic of the","9069196.00","5970466.00"
"00074098","Emerg.Assist for the Restor/Stabilization of Livelihoods","Emergency Assistance for the Restoration/ Stabilization of Livelihoods for People Affected by the Crisis in Syria","Syria","9006733.00","8742765.00"
"00083957","Advancing inclusive and sustainable HD","This Regional Project is designed as a framework for UNDP’s contributions to support countries in Asia and the Pacific to achieve eradication of poverty and significant reduction of inequalities and exclusion in a way that is sustainable and resilient.","Rgnl Center in Bangkok (RCB)","8952072.00","6853962.00"
"00083522","Community based approach to Local Development","Sustainable local development in rural areas of Chernivtsi and Odesa Oblasts. Improving the well being of the most disadvantaged population groups.","Ukraine","8867916.00","8797751.00"
"00058919","Comprehensive Disaster Management Programme (CDMP)","Comprehensive Disaster Management Programme II is being developed further reduce Bangladesh's vulnerability to adverse natural and anthropocentric hazards and extreme events, including the devastating potential impacts of climate change.","Bangladesh","8669236.00","8095668.00"
"00072487","Mitigating the impact of the Syrian refugee crisis on Jo","Mitigating the impact of the Syrian refugee crisis on Jordanian vulnerable host communities.","Jordan","8563416.00","7191297.00"
"00071503","DOTS TB PROGRAM II PHASE Single Stream of Funding","Consolidation and Expansion of the Directly Observed Treatment, Short Term (DOTS) Program in Kyrgyzstan by Providing Access to Diagnostics and Treatment of Drug-Resistant Tuberculosis.","Kyrgyzstan","8491740.00","4602666.00"
"00047872","Support to the Office of the Quartet Representative","Providing Operational and Logistical Support to the Office of the Quartet Representative – OQR Team – Office of Mr. Tony Blair- and staff based in Jerusalem","Prog for Palestinian People","8463942.00","5804033.00"
"00077565","Strengthen Rule of Law, 2nd phase","Strengthening Democratic Governance and the Social Contract by Strengthening Rule of Law in Palestine - Justice and Security for the Palestinian People","Prog for Palestinian People","8058380.00","6718814.00"
"00048958","CPR Policy and Planning","Policy and Planning for UNDP Crisis Prevention and Recovery Practice","Crisis Response Unit","8055562.00","1867112.00"
"00040320","Global Disaster Risk Reduction Mainstreaming Initiative","Global Disaster Risk Reduction Mainstreaming Initiative - UNDP (BCPR) in conjunction with the Canadian International Development Agency will support practical approaches aimed at more effectively integrating disaster risk reduction into development.","BCPR","8034299.00","4629502.00"
"00061652","Supporting ROL 4 peaceful, just &inclusive scoietie(AOI)","Strengthening capacity of courts, increased access to justice, improved police services, legal aid, improved rule of law policies, and representation mechanism for men, women and other vulnerable groups in Khyber Pakhtunkhwa.","Pakistan","7949696.00","6073235.00"
"00080793","Darfur Community Peace and Stability Fund 2014","Darfur Community Peace and Stability Fund (DCPSF) is a multi-donor trust fund supporting Peace and Stability at the local level in the Darfur Region.","Sudan, Republic of the","7910548.00","4690616.00"
"00049243","Fortalecimiento Instituto Nacional de Estadisticas","Contribuir a mejorar la generación de información estadística para la toma de decisiones de agentes públicos y privados, apoyando al Instituto Nacional de Estadísticas a mejorar la calidad, integridad y acceso a la información estadìstica.","Venezuela","7872950.00","8501566.00"
"00084937","ECRRP - Ebola Crisis Response and Resilience Programme","EBOLA CRISIS RESPONSE AND RESILIENCE PROGRAMME (ECRRP) FOR GUINEA, LIBERIA AND SIERRA LEONE; 
Addressing  Immediate, Short and Medium Term Health and Early Recovery Needs","Bureau Policy & Prog Support","7823484.00","6919726.00"
"00085369","Constitutional Review and Parliamentary Support","Constitutional Review and Parliamentary Support to Inclusive and Peaceful Constitutional Review and Implementation","Somalia","7789510.00","6141613.00"
"00077970","Access to Justice and Rule of Law","Access to Justice and Rule of Law project contributes to the strengthening of peace infrastructures and accountable governance at the national and sub-national levels.","South Sudan, Republic of","7748458.00","7291015.00"
"00037289","Umbrella Programme for Tourism","Umbrella Programme to Support the Saudi Tourism and Antiquities Commission in promotion of the sector’s contribution to economy","Saudi Arabia","7567500.00","7608742.00"
"00050353","Fortalecimiento del Ministerio de Salud de Buenos Aires","Fortalecimiento de la gestión del Ministerio de Salud de la Provincia de Buenos Aires","Argentina","7331607.00","5384490.00"
"00076607","Incremento de la calidad y eficiencia de los servicios sociales, salud y nutricion, ofrecidos a los estudiantes por el Instituto Nacional de Bienestar Estudiantil (INABIE)","Incremento de la calidad y eficiencia de los servicios sociales, salud y nutricion, ofrecidos a los estudiantes por el INABIE","Dominican Republic","7251633.00","6491634.00"
"00049382","Fortalecimiento de la intergracion de la politica social del Ministerio en el territorio.","Apoyar la transformación de la política social integrando las acciones de gobierno en el plano social, institucional y territorial","Argentina","7245020.00","6583756.00"
"00066597","Apoyo al Programa Primeros Años – Segunda etapa","El objetivo general del proyecto es generar condiciones familiares, comunitarias e institucionales para promover el desarrollo infantil temprano, desde un abordaje integral.","Argentina","7214120.00","4972731.00"
"00071769","Fortalecimiento Relaciones Exteriores de Cancillería","Apoyo al Fortalecimiento Institucional para las Relaciones Exteriores del Ministerio de Relaciones Exteriores y Culto","Argentina","7174063.00","3189050.00"
"00086493","BPPS HEAD QUARTERS WORK PLAN (Project)","Bureau for Policy and Programme Support: Delivery of Coordinated Policy and Programme & Management Services to Country Offices; management and operational support across thematic areas of the Bureau linked to the Strategic Plan.","Bureau Policy & Prog Support","7162917.00","6106744.00"
"00041098","Poverty Oriented Infrastructure through Employment Generation Programme Phases V - VIII","Poverty Oriented Infrastructure through Employment Generation Programme Phases V  - VIII  included approximately 325 smale scale infrastructure works in the West Bank and Gaza Strip.","Prog for Palestinian People","7134427.00","6182152.00"
"00089459","Funding Facility for Stabilization","To quickly respond to immediate needs of the areas which were under Islamic State of Iraq and Levant (ISIL) control and facilitate the process of return of internally displaced persons, this project provides stabilization support in Iraq.","Iraq","7128147.00","3207121.00"
"00075330","BRA/13/008 Cons.da Cooperação Técnica Sul-Sul brasileira","Este Projeto tem como objetivo geral ampliar, consolidar e fortalecer o papel e a atuação da Agência Brasileira de Cooperação no que se refere à coordenação e à gestão da cooperação técnica internacional Sul-Sul.","Brazil","7100000.00","4997011.00"
"00064257","Community Security and Arms Control Programme","Community Security and Small Arms Control Programme Support to BCSSAC in South Sudan","South Sudan, Republic of","7072227.00","6944282.00"
"00080167","Livelihood Improvement in Tajik-Afghan Cross-border Area","The project will contribute towards the stability and security through promotion of economic growth and poverty reduction and cross-border cooperation in the bordering areas of Tajikistan and Afghanistan.","Tajikistan","7059619.00","5127312.00"
"00077902","Multi-country South Asia (MSA-910-G02-H) Global Fund Regional MSM Programme Phase2","MSA-910-G02-H GF Regional MSM Programme Phase2","Rgnl Center in Bangkok (RCB)","6909493.00","5229682.00"
"00064003","Scale up of the response to HIV","Continuing scale up of the response to HIV with particular focus on Most-at-Risk Population and strengthening system and capacity for universal access to HIV prevention, diagnosis, treatment and care in Uzbekistan","Uzbekistan","6900600.00","6402969.00"
"00058553","Enhancing National Capacity for Agricultural Growth.","To contribute to the agricultural transformation agenda through increased agricultural productivity and commercialization. The project focuses on creating a favourable policy environment and facilitating additional knowledge and investment in the sector.","Ethiopia","6869046.00","6528157.00"
"00078361","Local Governance and Community Development Programme","The Local Governance and Community Development Programme II : Policy and Programme Support Facility","Nepal","6829950.00","6113413.00"
"00060959","Clearing for Results II","National structures and mechanisms ensure demining resources are effectively allocated promoting the release of land for productive use by the poor","Cambodia","6791584.00","6691860.00"
"00062372","Reduction of human immunodeficiency HIV infection spread","Reduction of human immunodeficiency virus (HIV) infection spread among the most vulnerable population.","Kyrgyzstan","6786984.00","5995385.00"
"00088842","Automation of voter identification process in 2015-17","It is aimed at capacity building of the State Registry Service and the Central Election Commission to implementation of the electoral rights of citizens and guarantee peaceful, free and fair elections.","Kyrgyzstan","6736641.00","6689561.00"
"00082671","Consolidación de la Gestión centralizada en Salud","El Proyecto consolidará la gestión centralizada de los Programas y Proyectos del Ministerio de Salud de la Nación, en lo referido a la administración financiera, adquisiciones y contrataciones y monitoreo y evaluación.","Argentina","6708550.00","5826320.00"
"00056743","Environment Global Programme 2009-2015","Environment and Energy Global Programme 2009-2014.  The capacity of developing countries is strengthened to manage the environment in a sustainable manner while ensuring adequate protection and empowerment of vulnerable groups.","Bureau Policy & Prog Support","6682898.00","4747680.00"
"00075132","PEI Joint UNDP-UNEP Poverty-Environm Initiative-Phase II","The joint UNDP- UNEP Poverty-Environment Initiative (PEI) is a global programme that supports country-led efforts to mainstream P-E linkages into national development policy, planning and budgeting processes.","Bureau Policy & Prog Support","6637732.00","5680353.00"
"00072471","Programmes publics & Chaine de Valeur","appui aux chaines de valeur qui visent à  mettre  en œuvre efficacement des politiques et des programmes concertés d’appui aux acteurs clés œuvrant dans les secteurs porteurs susceptibles d’accélérer la création d’emploi et de générer des revenu","Democratic Republic of Congo","6599191.00","5892745.00"
"00064522","Estrategia de Comunicación Poder Ejecutivo","Desarrollo e Implementación de la Estrategia de Comunicaciones del Poder Ejecutivo","Peru","6563096.00","6535065.00"
"00062785","Local Government Support Program","Strengthened capacities of local governments and other stakeholders to foster participatory local development service delivery for the MDGs","Bangladesh","6504927.00","5625729.00"
"00011492","Urban Poverty Alleviation","Local Partnership For Urban Poverty Alleviation - Works to improve livelihoods and living conditions in partnership with  the Government of Bangladesh and UN Habitat","Bangladesh","6462693.00","5609647.00"
"00082488","Appui achat médicaments et produits médicaux","Appui à l’achat d'urgence des médicaments et intrants médicaux pour le compte du FOSAP dans la mise en œuvre des subventions financées par le Fonds Mondial au Tchad","Chad","6462245.00","4420780.00"
"00043936","Customs reform for development","China Customs Modernization for Trade Facilitation and Equitable Development","China","6337516.00","754247.00"
"00065658","Mise à l'Echelle de Lutte Antipaludique au Tchad","Amélioration de la santé des populations par la prévention et le traitement du paludisme conformément à la politique nationale et en collaboration avec le Programme Nationale de Lutte contre le Paludisme (PNLP).","Chad","6324550.00","4195824.00"
"00071928","Gender Equality Project (GEP - II)","Gender Equality Project II aims to improve the social and economic status of vulnerable Afghan women and girls.","Afghanistan","6324503.00","4953230.00"
"00051157","Desarrollo de la Agencia de Recaudación Buenos Aires","Desarrollo Institucional de la Agencia de Recaudación de la provincia de Buenos Aires","Argentina","6183618.00","6114396.00"
"00085379","Institutional Capacity Development","Enable the governments to fill critical capacity gaps in the civil service and to strengthen the capacity of key ministries and agencies to perform core government functions","Somalia","6171704.00","5376978.00"
