"project_id","title","description","operating_unit","budget","expense"
"00107251","Eradication of Malaria in Burundi through Preventive and Management Actions","Réduction de la vulnérabilité liée au paludisme au Burundi de 2018 à 2020 par les actions de prévention et de prise en charge en population générale","Burundi","27752939.00","24321263.00"
"00121600","South Sudan Humanitarian Fund - SSHF 2019 SA2 MA/NGOs","This project has been established in line with UNDP’s role as Managing Agent of the South Sudan Humanitarian Fund/Country Based Pooled Fund as detailed in the SSHF/CBPF’s Terms of Reference.","South Sudan, Republic of","25964823.00","22539343.00"
"00095446","Apoyo al Plan Estratégico para Garantizar una vida Sana y Promover el Bienestar de toda la población de la Provincia de Buenos Aires, en todas las etapas de su ciclo de vida (2016/2019)","Apoyo al Plan Estratégico para Garantizar una vida Sana y Promover el Bienestar de toda la población de la Provincia de Buenos Aires, en todas las etapas de su ciclo de vida (2016/2019)","Argentina","25530113.00","12887555.00"
"00119021","Première Allocation Standard du Fonds Commun Humanitaire - DRC-FH/UR-NGO's Janvier 2019","Première Allocation Standard du Fonds Commun Humanitaire - Janvier 2019  en république démocratique du Congo","Democratic Republic of Congo","23280652.00","22632248.00"
"00074638","Global Health Innovative Tech Research and Development","Global Health Innovative Technology Research and Development - Accelerating access and delivery of new health technologies for tuberculosis, malaria and neglected tropical diseases: supporting countries to achieve universal health coverage.","Bureau Policy & Prog Support","22884579.00","22804263.00"
"00112026","Achieving 2030 Agenda for Sustainable Development in AP","This Regional Project is designed as a framework for UNDP’s contributions to support countries in Asia and the Pacific to achieve eradication of poverty and significant reduction of inequalities and exclusion in a way that is sustainable and resilient.","Rgnl Center in Bangkok (RCB)","22779520.00","15629695.00"
"00095107","Procurement Support Services to FMOH","To strengthen the national public health procurement system and thereby improve the effectiveness of diagnosis and treatment of patients in the Republic of the Sudan","Sudan, Republic of the","21608334.00","17601410.00"
"00108446","Turkey Resilience Project in response to the SyriaCrisis","This proposal aims to strengthen the economic and social resilience of the individuals and institu-tions in the provinces that are most affected by the influx of Syrian refugees.","Turkey","21408970.00","21781582.00"
"00036408","DESARROLLO METROPOLITANO MUNICIPALIDAD DE GUATEMALA","PROGRAMA DE DESARROLLO METROPOLITANO DE LA MUNICIPALIDAD DE GUATEMALA","Guatemala","21083603.00","18244481.00"
"00089434","Zimbabwe Resilence Building Fund","Increased capacities of communities to protect development gains and achieve improved well-being outcomes in the face of shocks and stresses enabling them to contribute to the economic growth of Zimbabwe","Zimbabwe","20474715.00","17895863.00"
"00101619","Technical Assistance to REDD+ Implementation","Technical Assistance to implementation of United Nations Programme on Reducing Emissions from Deforestation and Forest Degradation","Bureau Policy & Prog Support","19746512.00","9719900.00"
"00108414","Support Services to Ministry of Health","Support to the implementation of the TB and Malaria grants managed by the Ministry of Health and Child Care in Zimbabwe","Zimbabwe","19508089.00","12062706.00"
"00116957","Joint UNDP-DPPA Programme on conflict prevention","Joint UNDP-DPPA Programme on building national capacities for conflict prevention deploys Peace and Development Advisors (PDAs) in fragile countries and supports Resident Coordinators (RCs) and UNCTs.","Crisis Response Unit","17265662.00","12784631.00"
"00063524","National Energy Efficiency Programme -  Phase 2","The second phase of a capacity development programme for the new Saudi Energy Efficiency Centre to develop Energy Efficiency Policy and Regulations","Saudi Arabia","16958236.00","16677142.00"
"00086948","Crisis Response Unit Management","Crisis Response Unit - Organizational Effectiveness - effectiveness and capacity is enhanced in order to achieve expected results","Crisis Response Unit","16900618.00","14920123.00"
"00106771","Yemen Crisis Response Project III","World Bank Additional Support to Yemen Crisis Emergency Response which is a 24-month aims to mitigate the impact of the current crisis on local households and communities and assist their recovery from the bottom-up using local systems,","Yemen","16115254.00","6923542.00"
"00118949","Programa de apoyo para la eficiencia y la transparencia del proceso de modernización del documento nacional de identificación en Honduras","Programa de apoyo para la eficiencia y la transparencia del proceso de modernización del documento nacional de identificación en Honduras","Honduras","15821088.00","1086811.00"
"00068663","Promover y fortalecer las estrategias de la Secretaría de Gabinete y Coordinación Administrativa para mejorar la atención al ciudadano y contribuir a la institucionalización de una gestión pública de calidad","Promover y fortalecer las estrategias gubernamentales de la Subsecretaría de Gestión Administrativa de Innovación Pública para mejorar la atención al ciudadano y contribuir a la institucionalización de una gestión pública de calidad.","Argentina","15382230.00","6276460.00"
"00084928","Inception Phase - National Urban Poverty Reduction Programme","National Urban Poverty Reduction Programme (NUPRP) will initially focus on up to 36 cities/towns in two phases throughout 2016-2022.","Bangladesh","15150000.00","15063546.00"
"00048435","COMISION INTERNACIONAL CONTRA IMPUNIDAD CICIG","International Commission against Impunity in Guatemala (CICIG)","Guatemala","15061147.00","13071225.00"
"00098023","Scaling-up Malaria prevention & Case Management","The project has been developed for strengthening and scaling-up Malaria Prevention and Case Management to improve Health Status in Afghanistan.","Afghanistan","15059490.00","7100212.00"
"00104158","Resilience and Recovery","Put the country on a more robust development path by helping the local authorities to restore security, essential services delivery and livelihoods opportunities.","Libya","14968078.00","8518418.00"
"00102396","Recovery and Peacebuilding Programme","The programme aims to overcome the consequences of the military conflict in Ukraine and to provide a foundation for a rapid transition to sustainable recovery of the conflict-affected regions.","Ukraine","14945284.00","14460105.00"
"00113425","Pipol Konek","The project will support DICT's commitment to accelerate the roll-out of the Pipol Konek program which ia designed to provide free wifi internet access in public places.","Philippines","14868511.00","467100.00"
"00099753","Emergency Mine Action","Emergency Mines Clearance to reduce the socio-economic impact of explosive remnants of war and mines on people and communities.","Yemen","14818765.00","12715690.00"
"00107254","Support national Tuberculosis and HIV programs","Le projet vise à soutenir les programmes nationaux de lutte contre la tuberculose et le VIH pour accélérer la mise en œuvre du plan stratégique national afin de réduire le fardeau du VIH et de la tuberculose au Burundi","Burundi","14490210.00","11160369.00"
"00106781","UNDP NDC Support Programme","This Global Programme was created to support Governments to achieve transformational change by using NDC implementation as a mechanism to scale up investments in climate change and deliver sustainable development.","Bureau Policy & Prog Support","14404663.00","6149534.00"
"00106306","Expanding and Enhancing Quality TB Prevention, Care, and Control Services in South Sudan","Expanding and Enhancing the Quality of HIV Prevention, Care, and Control Services in South Sudan","South Sudan, Republic of","14207612.00","12458490.00"
"00088875","Stabilisation and Development Programme","SDP is one of the key initiatives supported by UNDP to augment sustainable returns and development of the newly merged districts (NMDs).","Pakistan","12980917.00","8426768.00"
"00072218","PRIVATE SECTOR DEVELOPMENT IN MALAWI","Incentivizing the Private Sector to deliver sustained, rapid and inclusive growth","Malawi","12691807.00","4246400.00"
"00117580","Electoral Support Project","This initiation plan for Electoral Support Project has been developed to support the National Electoral Board of Ethiopia (NEBE) to ensure credible, inclusive and peaceful general elections which will take place in 2020 elections.","Ethiopia","12644990.00","1021168.00"
"00042831","construct 300 housing units in Rafah","Construction of 302 residential units for 302 families in Rafah city.
For the SFD Project, it aims to repair 12,357 affected houses, 3 non-refugee schools, reconstruction 837  houses and six sport clubs and a cultural centre","Prog for Palestinian People","12627658.00","12600362.00"
"00118700","Accès aux Services et aux Droits","Programme d’amélioration de l’accès aux services administratifs et judiciaires et aux droits","Burundi","12383997.00","3017805.00"
"00093892","CRU - Global Project - Crisis Response","The global project for Crisis Response enables implementation of, and strengthens the key principles and elements of UNDP’s corporate crisis response strategy in order to ensure that the Organization’s crisis response capacity is fit for purpose.","Crisis Response Unit","12295045.00","10168186.00"
"00110751","SDN 2018 Sudan Humanitarian Fund SHF UNDP - NGOs -SA2","UNDP Sudan Humanitarian Fund SDN 2018 SHF UNDP - NGOs -SA2 project serves to contract with and disburse funds to NGOs for SHF allocations","Sudan, Republic of the","12206954.00","11598553.00"
"00112820","Transitional Support to MOIA (TSM) Project","The Transitional Support to MOIA (TSM) Project has a dual purpose. The Project will conclude existing project deliverable associated with Ministry of Interior Affairs (MOIA)","Afghanistan","11765000.00","8546357.00"
"00061324","PIMS 4561 GEF-SGP Operational Phase 5","PIMS 4561 - This project will provide support to communities through small grants by continuing the Small Grants Programme its fifth Operational Phase.","Bureau Policy & Prog Support","11735567.00","6467644.00"
"00108620","Global Funds programme continuation","continuing the implementation of current Global Fund grants for an additional three years under  the same goals, strategic objectives and similar programmatic interventions.","Sudan, Republic of the","11669830.00","8295192.00"
"00099750","Social Protection","Social Protection and Resilience Building project aims at enhancing the resilience of vulnerable Yemenis.","Yemen","11605525.00","8953786.00"
"00108936","Integrated Community Stabilization","The programme aims to stabilize local communities devastated by Boko Haram in North East Region of Nigeria through integrated approach focusing on the four inter-related areas: livelihoods, social cohesion, basic services, and local governance.","Nigeria","11513814.00","10362395.00"
"00082671","Consolidación de la Gestión centralizada en Salud","El Proyecto consolidará la gestión centralizada de los Programas y Proyectos del Ministerio de Salud de la Nación, en lo referido a la administración financiera, adquisiciones y contrataciones y monitoreo y evaluación.","Argentina","11498068.00","6217949.00"
"00014311","Desarrollo de los Centros de Justicia","Proyecto de Infraestructura y Desarrollo de los Centros de Justicia, de la Corte Suprema de Justicia.","Paraguay","11345147.00","11336260.00"
"00041529","Construction of Sewage Treatment Plant in Khan Younis","The Construction of  Sewage Treatment Plant and Main Pressure Line in Khan Younis in the Gaza Strip . 
The project aims at protecting the public health and improving the environmental conditions of Khan Younis residents.","Prog for Palestinian People","11112989.00","11000810.00"
"00090196","PAZ SOSTENIBLE","Contribuir, en asocio con las instituciones, la sociedad civil y la cooperación internacional, a la implementación de la Agenda 2030 en Colombia (especialmente el Objetivo 16) en el territorio","Colombia","10833475.00","6231448.00"
"00087555","Acercando el Estado al Ciudadano","Contribuir a garantizar el acceso público del Estado al ciudadano a partir del diseño de una estrategia de comunicacion inclusiva y sostenible con enfoques de inclusion social, genero e interculturalidad.","Peru","10491396.00","7197825.00"
"00113322","Somalia Justice Programme","The Somalia Justice Programme supports the National Development Plan 2017-2019 goal to ‘Establish independent, accountable and efficient justice institutions capable of addressing the justice needs of the people of Somalia’.","Somalia","10445581.00","8935814.00"
"00113842","Disaster Response and Recovery Facility (DRRF)","Disaster Response and Recovery Facility (DRRF) programme aims to enhance disaster response and recovery functions to address natural disasters and humanitarian crisis, including Rohingya influx in Cox's Bazar.","Bangladesh","10198147.00","5242691.00"
"00112168","Effective HIV and TB control project in Kyrgyzstan","The goal is to reduce TB & HIV burden in Kyrgyzstan through universal access to timely & quality HIV & TB diagnosis & treatment, HIV preventive activities focused on key affected population, ensuring enabling environment and programme sustainability","Kyrgyzstan","9905567.00","7547231.00"
"00059882","POLITICAS MUNICIPALES DE JUVENTUD","El proyecto pretende contruibuir a la promoción y tutela de los derechos fundamentales de los jóvenes, para la prevensión de todas las formas de discriminación y marginalización.","Guatemala","9902315.00","3204977.00"
"00113685","Rehabilitation of Social Services and Infrastructure","Enhancing Humanitarian Recovery and Resilience.","Syria","9853034.00","5362480.00"
"00095415","Enhancing capacity for dvp results and effectiveness","The main objective of this capacity development intervention is to enhance knowledge, skills and capacity for the achievement of development goals that are owned by Tanzania as defined in the national, regional and global development agenda.","United Republic of Tanzania","9740214.00","8557501.00"
"00117366","Darfur Stabilization, Transition and Recovery Programme","ACTIVITIES TO BE UNDERTAKEN WITH UNAMID FUNDS IN SUPPORT OF THE UNITED NATIONS ACTIVITIES IN DARFUR ON HUMAN RIGHTS, RULE OF LAW AND RESILIENCE AND LIVELIHOODS/DURABLE SOLUTIONS","Sudan, Republic of the","9656867.00","5580434.00"
"00106462","Strengthen the national health procurement system of Angola","The project aims to strengthen the national HIV procurement and supply management system by ensuring adequate and uninterrupted coverage of Government-funded HIV products, using UNDP procurement services.","Angola","9437357.00","5262964.00"
"00112904","REPONSE FLEXIBLE EN AME ET ABRIS D'URGENCE EN FAVEUR DES COMMUNAUTES AFFECTEES PAR LA CRISE DJUGU  -DRC-FH/UR-NGO's mai 2018","Allocation Urgences Emergentes pour les trois zones des CRIO Nord-Est, Centre-Est et Sud-Est – Mai 2018","Democratic Republic of Congo","9414730.00","8986751.00"
"00115372","Strength. Nat. Cap. to Support Development Sectors","Strengthening National Capacities to Support Development Sectors in Egypt (OUDA)","Egypt","9334537.00","9098944.00"
"00097936","Community-Based Agriculture and Rural Development - West (CBARD-W)","Community-Based Agriculture and Rural Development - West (CBARD-W)
To prove the viability of high-value agricultural-based interventions in improving local economies in Farah and Badghis as a sustainable alternative to illicit crop cultivation.","Afghanistan","9244554.00","3040739.00"
"00077492","Eficiencia y Calidad Formacion Docente","El objetivo principal de este proyecto es contribuir al desarrollo y la mejora de la calidad de la formación docente en el sistema educativo dominicano","Dominican Republic","9035897.00","2844648.00"
"00094293","GCF-Managing climate change induced water shortages","This project aims to deliver safe and secure freshwater to 105,000 people in the islands of Maldives in the face of climate change risks","Maldives","9020000.00","8058636.00"
"00098752","GAVI Phase II-Improving vaccination systems","Improving efficiency of vaccination systems through operationalisation of web based vaccine management system in all the districts of select states","India","9000001.00","8989307.00"
"00077970","Access to Justice and Rule of Law","Access to Justice and Rule of Law project contributes to the strengthening of peace infrastructures and accountable governance at the national and sub-national levels.","South Sudan, Republic of","8935633.00","6294929.00"
"00107433","Embarazo Adolescente","Apoyo al Plan Nacional de Prevención y Reducción del Embarazo No Intencional en la Adolescencia","Argentina","8850924.00","8152314.00"
"00112459","CAR CHF 2EME ALLOCATION STANDARD 2018","Cette contribut° est la réponse aux besoins humanitaires les plus urgents identifiés à travers le Plan de Réponse Humanitaire 2018 et non couverts depuis le début de l’année 2018 ainsi que les nouvelles urgences découlant du contexte de conflits en RCA.","Central African Republic","8839776.00","8029361.00"
"00113029","STRENGTHENING THE NATIONAL RESPONSE TO HIV IN ANGOLA","This Project aims to ensure that Angola’s HIV prevalence rate remains at less than 3% among 15-49 year olds while developing the capacity of the National AIDS Programme and Civil Society to effectively engage in the national response to the HIV epidemic.","Angola","8779548.00","6167778.00"
"00090448","Local Governance Project-Afghanistan","Women and men, boys and girls have access to more accountable, transparent, and  inclusive subnational service delivery is supporting by the United Nation Development Programme UNDP country office for Afghanistan.","Afghanistan","8728447.00","7142458.00"
"00088365","Fortalecimeinto del Instituto Salvadoreño de Bienestar Magisterial","Esta iniciativa busca el fortalecimiento de los servicios brindados por Bienestar Magisterial a sus derecho habientes, a través de la oportuna provisión de medicamentos, insumos y tecnología.","El Salvador","8677617.00","6823592.00"
"00100113","Malawi National Registration and Identification System","The Malawi National Registration and Identification System (NRIS) project - to contribute to Government’s efforts to guarantee the fundamental right to identity, entitlement and enjoyment of full citizenship in Malawi.","Malawi","8573389.00","6087283.00"
"00108127","Merged Areas Governance Project","The Merged Areas Governance Project is a unified area-based project to build capacity of governance institutions in Merged Areas and assist the implementation of the Government’s FATA reform programme approved by the Federal Cabinet on 2 March 2017.","Pakistan","8500228.00","5900427.00"
"00063928","Global HIV, Health and Development Project","Policy and technical support to address development dimensions of HIV and health. UNDP’s work in HIV and health is guided by the 2030 Agenda for Sustainable Development & the UNDP Strategic Plan 2018-2021.","Bureau Policy & Prog Support","8481166.00","8310170.00"
"00097044","MPTF Ventana de Entidades No-Gubernamentales","Proveer servicios de coordinación y comunicación, administración de recursos, monitoreo, auditorías, creación de capacidades, rendición de cuentas de los fondos desembolsados a las entidades implementadoras y de los resultados alcanzados.","Colombia","8449423.00","8107832.00"
"00109527","Sostenibilidad de la Respuesta al VIH en Cuba","Sostenibilidad de la Respuesta al VIH en la Republica de Cuba-
Programas de prevención para poblaciones clave, satención y tratamiento de Personas que Viven con VIH y actividades para fortalecer la sostenibilidad del sistema de salud.","Cuba","8418045.00","6318347.00"
"00088033","GCF-Resilient development in coastal zones","Strengthening capacity and institution for resilient development in coastal zones","Viet Nam","8391084.00","6098702.00"
"00075333","Access and Delivery of New Health Technologies Scale Up","Accelerating access to and delivery of new health technologies for tuberculosis, malaria and neglected tropical diseases: supporting countries to achieve universal health coverage.","Bureau Policy & Prog Support","8370366.00","7239952.00"
"00091562","Institutional Capacity Development for implementation of the Kuwait National Development Plan","The project aims to provide technical support to the General Secretariat of Planning, Central Statistical Bureau (CSB) and other public entities to create an enabling environment for implementation, monitoring and evaluation and delivery of KNDP results.","Kuwait","8193228.00","5501141.00"
"00099477","Support electoral cycle (2018 - 2019 )","This project aims to support the achievement of the next municipal, legislative and presidential elections","Guinea-Bissau","8189861.00","6594546.00"
"00098771","Community-Based Agriculture and Rural Development - East (CBARD-E)","Community-Based Agriculture and Rural Development - East (CBARD-E)
To prove the viability of high-value agricultural-based interventions in improving local economies in Nangarhar as a sustainable alternative to illicit crop cultivation.","Afghanistan","8001834.00","2649206.00"
"00102663","Peace and Community Cohesion Project (PaCC)","The Peace and Community Cohesion project (PaCC) seeks to contribute to the reduction and mitigation of community level conflict and insecurity by investing in initiatives that address key drivers of conflict and insecurity.","South Sudan, Republic of","7988465.00","6596193.00"
"00057445","Integrated Water Management","The Project will strengthen the resilience of vulnerable smallholder farmers in the country’s Dry Zone, particularly women, who are facing increasing risks of rising temperatures, erratic rainfall, and extreme events attributable to climate change.","Sri Lanka","7944242.00","6758463.00"
"00084664","URU/14/007 Programa de Mejoramiento de Barrios II","Busca contribuir a mejorar las condiciones de vida de la población residente en asentamientos irregulares y áreas degradadas, mejorando el acceso de los hogares a infraestructura básica y servicios sociales y urbanos adecuados.","Uruguay","7892183.00","7718052.00"
"00096954","Mejora de la capacidad del Ministerio de Finanzas de Cordoba como organismo rector de los procesos de innovacion y getion por medio de las Tecnologias de la Informacion y la Comunicacion.","Objetivo del proyecto: mejorar la capacidad de gestión de diversas áreas del Ministerio de Finanzas para favorecer la modernización de la provincia de Córdoba con mayor eficacia, eficiencia y transparencia a través de la incorporación de TICS.","Argentina","7830931.00","7431811.00"
"00096925","Plan Nacional para el fomento de la cultura emprendedora y el desarrollo de nuevas empresas","“Plan Nacional para el fomento de la cultura emprendedora y el desarrollo de nuevas empresas”  PNUD ARG/ 16/004","Argentina","7738463.00","1099131.00"
"00114502","BRA/18/019 - Sistema Prisional e Socieducativo CNJ","BRA/18/019 - Fortalecimento do Monitoramento e da Fiscalização do Sistema Prisional e Socioeducativo (CNJ)","Brazil","7679160.00","5791579.00"
"00101893","Promoting Election for the People of Libya (PEPOL)","UNDP to provide electoral support project to address the needs of High National Elections Committee  and other electoral stakeholders","Libya","7541760.00","4590775.00"
"00113917","Apoyar al MRECIC en la organización y realización de la Segunda Conferencia de Alto Nivel de la ONU sobre la Cooperación Sur-Sur (PABA+40)","El proyecto se propone apoyar al MRECIC en la organización y realización de la Segunda Conferencia de Alto Nivel de la ONU sobre la Cooperación Sur-Sur (PABA+40), que se llevará a cabo en Buenos Aires en marzo de 2019","Argentina","7520119.00","7045958.00"
"00096755","Global Programme - Rule of Law & Human Rights","Global Programme to Strengthen the Rule of Law and Human Rights for Sustaining Peace and Fostering Development","Crisis Response Unit","7500736.00","2939085.00"
"00106358","Biodiversity Finance Initiative (BIOFIN) Phase II","The Biodiversity Finance Initiative (BIOFIN) Phase II aims to produce improved biodiversity and development outcomes and to contribute to filling the finance gap through the implementation of Biodiversity Finance Solutions.","Bureau Policy & Prog Support","7266546.00","4849550.00"
"00077399","Increasing Access to Water in Host-Communities","Increasing access to potable water, identifying wastewater treatment solutions, and constructing irrigation canals and reservoirs.","Lebanon","7225836.00","7329200.00"
"00116171","Economic Stimulus in Gaza through Cash for Work","The project aims to empower youth and women targeting a total of 3,516 persons (at least 360 women alongside other vulnerable groups such as PWD), using different schemes and job placement.","Prog for Palestinian People","7175330.00","7150117.00"
"00116032","Appui multisectoriel d’urgence pour la protection de l’enfant pendant les conflits armés  - DRC-FH/UR5-NGO's Octobre 2018","Cinquième Allocation Urgence – « Appui aux Plans Opérationnels - CRIO Sud-Est et Kasaï »","Democratic Republic of Congo","7136632.00","7113418.00"
"00115998","Recovery and Resilience","Six thousand young people will benefit from vocational, entrepreneurship, market-linked and soft skills training, provision of small and micro enterprise start-up kits.","South Sudan, Republic of","7108721.00","3072244.00"
"00087773","Sudan Stablization & Reintegration Programme","As follow-up to Sudan DDR Programme, this multi sector programme is developed to achieve peace and stability through community security, stabilization and reintegration, in the transitional areas.","Sudan, Republic of the","6982710.00","6597342.00"
"00115103","Mejoramiento Planta M.J. Troche","“Apoyo al Plan de Inversiones de PETROPAR en la Planta Alcoholera de Mauricio José Troche”","Paraguay","6972454.00","5798646.00"
"00104456","Support to Effective & Responsive Institutions (SERIP)","This project aims to strengthen the effectiveness of state executive and legislative institutions in understanding the needs and aspirations of the Myanmar people.","Myanmar","6911861.00","6143834.00"
"00107866","Planes de ordenamiento social de la propiedad rural","Apoyo a la Agencia Nacional de Tierras en el desarrollo de las fases de formulación e implementación de planes de ordenamiento social de la propiedad rural en la zona norte del país.","Colombia","6802550.00","415019.00"
"00033274","Human Development Reports","Promote HD approach both internationally and nationally through HDRs and NHDRs","Human Development Report Ofc","6788159.00","5591658.00"
"00083709","Apoyo al Programa de Reformas del MINGOB","Asistencia técnica y administrativa al Ministerio de Gobierno para el fortalecimiento de la democracia y el Estado de derecho, consignadas en el Plan de Gobierno electoral y el Plan Estratégico de Gobierno.","Panama","6758070.00","3555482.00"
"00089469","Apoyo al Proyecto Fomento de Empleo para Jóvenes","El proyecto se propone asistir a la Secretaría de Empleo a instrumentar una serie de dispositivos para apoyar a los y las jóvenes entre 18 y 24 años en sus probabilidades de obtener un empleo decente.","Argentina","6686561.00","3517923.00"
"00117562","CA-19 /CHFRES SA REP EPIDEMIE HEPATHITE VIRALE (E) RCA","Cette contribut° est la réponse aux besoins humanitaires les plus urgents identifiés à travers le Plan de Réponse Humanitaire 2018 et non couverts depuis le début de l’année 2018 ainsi que les nouvelles urgences découlant du contexte de conflits en RCA.","Central African Republic","6597969.00","6940631.00"
"00120134","Managing Agent of the Sudan Humanitarian Fund - SDN 2019 SHF-UNDP-NGOs-SA1","UNDP Sudan 2019 Sudan Humanitarian Fund (SHF) UNDP-NGOs-SA1. This project has been established in line with UNDP’s role as Managing Agent of the Sudan Humanitarian.","Sudan, Republic of the","6571989.00","1986187.00"
"00061652","Supporting ROL 4 peaceful, just &inclusive scoietie(AOI)","Strengthening capacity of courts, increased access to justice, improved police services, legal aid, improved rule of law policies, and representation mechanism for men, women and other vulnerable groups in Khyber Pakhtunkhwa.","Pakistan","6571174.00","4969726.00"
"00100778","Green Climate Fund","Priming Financial Instruments and Markets to Reduce Emissions from Deforestation","Ecuador","6558030.00","6204431.00"
"00098024","Scaling up approaches to respond to TB Challenges and Strengthening Health Systems Initiatives in Afghanistan.","Scaling Up Innovative Approaches to Respond to TB Challenges and Strengthening Health Systems Initiatives in Afghanistan is supporting by the United Nation Development Programme UNDP Country Office for Afghanistan.","Afghanistan","6506605.00","5674690.00"
"00101442","Fonds National REDD+ de la RDC -Programme d’Appui à la Société Civile","Ce programme contribue à la bonne gouvernance du programme REDD+ en Republique democratique du Congo","Democratic Republic of Congo","6491542.00","5933090.00"
"00095143","Apoyo a la Implementación de la Política Nacional de Ciencia, Tecnología e Innovación","Apoyar a la SENACYT en la implementación de su Política de Ciencia, Tecnología e Innovación (PENCYT)","Panama","6464007.00","3383865.00"
"00088902","Mejoramiento Servicio Comercializacion Mercado Belen","Apoyar al desarrollo económico inclusivo y a la generación de ingresos y empleo sostenibles con el mejoramiento de los servicios de comercialización del Gran Mercado de Belén en Iquitos","Peru","6404336.00","6404336.00"
"00097461","Primeros Años, Acompañando la crianza, Apoyo al Plan Nacional de Primera Infancia","Primeros Años, Acompañando la crianza, Apoyo al Plan Nacional de Primera Infancia","Argentina","6391879.00","4542955.00"
