"project_id","title","description","operating_unit","budget","expense"
"00068950","Modernization of Bagratashen, Bavra, Gogavan BCPs","The overall objective of this project is to support the Government of Armenia in implementation of the selected provisions of the Government Decree #482 (21.04.2011) on the approval of 2011-2015 IBM Action Plan","Armenia","30869286.00","15274630.00"
"00081239","UN response to BIH floods 2014","UN response to BIH floods is UNDP coordinated international community's response to sever floods that hit Bosnia and Herzegovina in May 2014.","Bosnia and Herzegovina","28975423.00","28775619.00"
"00057622","Refugee Affected & Hosting Areas Programme","The overall objective of RAHA is to promote regional stability and compensate for social, economic and environmental consequences wrought on Pakistani communities by the presence of more than 3 million Afghans over the past 30 years.","Pakistan","28104438.00","25152739.00"
"00078972","South Sudan CHF MA NGO 2014","South Sudan Common Humanitarian Fund (South Sudan CHF) Management Agent/NGO execution year 2014 round1","South Sudan, Republic of","27274254.00","27164397.00"
"00058922","Afghanistan Sub-National Governance Programme II","Afghanistan Sub-National Governance Programme II supports Independent Directorate of Local Governance (IDLG), 34 provincial governor offices, 34 provincial councils, 21 municipalities and a number of district governor offices.","Afghanistan","24583650.00","18490981.00"
"00069442","Modernizacion y Gestion de los activos estrategicos","Programa de Modernización y gestión de los activos estratégicos de la Comisión Ejecutiva Portuaria Autónoma","El Salvador","22870901.00","22870901.00"
"00063257","UN-REDD Global Programme Support to National REDD+Action","United Nations-Reducing Emissions from Deforestation and Forest Degradation Global Programme Framework","Bureau Policy & Prog Support","21941821.00","8909812.00"
"00058607","CIVILIAN POLICE PROJECT IN SOMALIA","The project works towards an efficient, effective, professional civilian police service that meets the requirements for community policing and the needs and expectations of all Somalis; In particular, supporting accountability and oversight mechanisms.","Somalia","20777826.00","12971349.00"
"00076058","SSF HIV Grant in Zambia","Securing and sustaining equitable access to ART commodities and services","Zambia","20632114.00","61107055.00"
"00063879","Global Fund Malaria Round 10","Malaria interventions Scaling-up for Universal Coverage to reduce malaria-related morbidity and mortality by 50% of the 2009 levels by 2016 .","Sudan, Republic of the","19285453.00","17707880.00"
"00073565","Support humanitarian work in Sudan 2013","Common Humanitarian Fund CHF project supports humanitarian work in Sudan. The project has been established in line with UNDP’s role as Managing Agent of the Sudan Humanitarian Fund and serves to manage the contracts related to allocations to NGOs","Sudan, Republic of the","18965676.00","15978353.00"
"00070162","Fighting HIV /AIDS in Mali","Projet Phase du Round 8 VIH/Sida du Fonds Mondial: Prévention et Traitement du VIH/SIDA au Mali","Mali","18373688.00","15633738.00"
"00056855","Capacity for Governance Programme & Conflict Management","Supporting Nigeria's Capacity for Governance  and Conflict Prevention, Management and Peace-Building at the Federal and State level.","Nigeria","17919076.00","17689388.00"
"00057030","Global Fund Malaria Round 7","Scaling up Malaria Intervention (SIM) in Northern Sudan to contribute to the improvement of the health status in northern part of Sudan.","Sudan, Republic of the","17755898.00","24342682.00"
"00048935","Country Support Team Workplan","BCPR Programme Support & Operations Cluster Workplan for all Regional Teams","Crisis Response Unit","17129718.00","13642081.00"
"00077295","Early Recovery for Areas Affected by Ty Haiyan","Time-critical debris management to enable the Typhoon Haiyan (local name: Yolanda) affected municipalities and cities to systematically undertake the clearance of critical pathways and roads for the entry of life-saving humanitarian aid","Philippines","17127240.00","14042173.00"
"00074638","Global Health Innovative Tech Research and Development","Global Health Innovative Technology Research and Development - Accelerating access and delivery of new health technologies for tuberculosis, malaria and neglected tropical diseases: supporting countries to achieve universal health coverage.","Bureau Policy & Prog Support","16832467.00","7566099.00"
"00066910","Improving Services at Local Level","Improving Service Delivery at the Local Level","Serbia","16738927.00","5794602.00"
"00063875","Intensifying the HIV/AIDS National Response","Intensifying the HIV/AIDS National Response","Sudan, Republic of the","16662592.00","14381862.00"
"00061483","Haiti: Scaling up the Response to HIV/AIDS","Haiti: Scaling up the Response to HIV/AIDS - Increase in funding and activities to fight HIV AIDS","Haiti","16391602.00","15613006.00"
"00065939","Single Stream  Funding Malaria (SSF)","TOWARDS UNIVERSAL ACCESS: SCALING UP EFFECTIVE MALARIA CONTROL INTERVENTIONS IN ZIMBABWE","Zimbabwe","16225295.00","15755056.00"
"00044201","DEPRIVED FAMILIES ECONOMIC EMPOWERMENT PROGRAMME DEEP","DEPRIVED fAMILIES ECONOMIC EMPOWERMENT PROGRAMME DEEP to empower and graduate the depressed & deprived Palestinian families (cronic & hard hit poor ) from being receipients of humanitarian assistance to providers of income.","Prog for Palestinian People","15718439.00","15239280.00"
"00073182","Improving efficiency of health care systems","Improving efficiency of health care systems in multiple states including Haryana and West Bengal","India","15649628.00","6992396.00"
"00076034","South Sudan CHF MA/NGO Round 2","South Sudan Common Humanitarian Fund (South Sudan CHF) Management Agent/NGO execution -2013 round2","South Sudan, Republic of","15241610.00","13990446.00"
"00075619","REDD+ Interim Phase","Support to the Establishment of Indonesia REDD+ Infrastructure and Capacity: Interim Phase","Indonesia","14935923.00","10331103.00"
"00078929","Support humanitarian work in Sudan 2014","United Nations Development Programme (UNDP) Sudan Common Humanitarian Fund (CHF) 2014 in line with UNDP’s role as Managing Agent of the Sudan Humanitarian Fund for Non Governmental Organizations (NGOs).","Sudan, Republic of the","14739148.00","7310271.00"
"00064223","r3.1 Global Fund Portfolio","Key basic service delivery systems are in place, laying the groundwork for increased demand and provision of TB, HIV and HSS services","South Sudan, Republic of","14411288.00","13048477.00"
"00011503","Development and Confidence Building in the Chittagong Hill Tracts (CHT)","Development and Confidence Building in the Chittagong Hill Tracts (CHT)","Bangladesh","13871602.00","13186475.00"
"00059147","Global Fund Single Stream of Funding TB/HSS","Comprehensiveness and Quality of DOTS in Sudan, addressing TB control in war-affected, post conflict areas and other challenges.","Sudan, Republic of the","13840214.00","9034207.00"
"00045545","RAF06002 Support MDG-Based Nt'l Dev. & Poverty Reduction","Support to MDG-Based Nt'l Dev. & Poverty Reduction","Reg Bureau for Africa","13817248.00","11821281.00"
"00064522","Estrategia de Comunicación Poder Ejecutivo","Desarrollo e Implementación de la Estrategia de Comunicaciones del Poder Ejecutivo","Peru","13600000.00","13545730.00"
"00058919","Comprehensive Disaster Management Programme (CDMP)","Comprehensive Disaster Management Programme II is being developed further reduce Bangladesh's vulnerability to adverse natural and anthropocentric hazards and extreme events, including the devastating potential impacts of climate change.","Bangladesh","13261145.00","13328548.00"
"00048435","COMISION INTERNACIONAL CONTRA IMPUNIDAD CICIG","International Commission against Impunity in Guatemala (CICIG)","Guatemala","13254073.00","13070950.00"
"00080091","Assistance sanitaire d'urgance aux enfants femmes enceintes, allaitantes et personees vulnerable","Appui aux actions humanitaires d'urgence en matière de  santé auprès de s communautés victimes des conflits en RCA - sur fonds  CHF","Central African Republic","13195371.00","7196969.00"
"00065799","Supporting Lebanese Hosting Communities","Support to economic recovery, community security and social cohesion in Lebanese communities affected by the Syrian Crisis","Lebanon","13129299.00","8910130.00"
"00072804","BRA/13/003 - Apoio Organização da Copa das Confederações","Apoio à Organização da Copa das Confederações 2013 e Preparação para a Copa do Mundo Fifa 2014 em Brasília","Brazil","12661761.00","12517887.00"
"00040048","Prevention & control of HIV/AIDS, Malaria, TB in IR Iran","The prevention and control of HIV/AIDS, Malaria and Tuberculosis in I. R. Iran through public, civil society and private partnership - Global Funds for AIDS, Tuberculosis and Malaria (GFATM)","Iran, Islamic Republic of","12574628.00","11163007.00"
"00076607","Incremento de la calidad y eficiencia de los servicios sociales, salud y nutricion, ofrecidos a los estudiantes por el Instituto Nacional de Bienestar Estudiantil (INABIE)","Incremento de la calidad y eficiencia de los servicios sociales, salud y nutricion, ofrecidos a los estudiantes por el INABIE","Dominican Republic","12573175.00","10238882.00"
"00033363","Joint  UNDP-DPA Programme on Conflict Prevention","Joint UNDP -DPA Programme on Building National Capacities for Conflict Prevention","BCPR","12274450.00","4428205.00"
"00014311","Desarrollo de los Centros de Justicia","Proyecto de Infraestructura y Desarrollo de los Centros de Justicia, de la Corte Suprema de Justicia.","Paraguay","11748869.00","11748869.00"
"00060736","BRA/10/005 – Projeto Sul-Sul de Fortalecimento do Ministerio da Saude Publica e da Populacao","The project objective is to strengthening of the health system and epidemiological surveillance in Haiti with the Brazilian Ministry of Helth and Cuba","Brazil","11637666.00","10629018.00"
"00062552","Fortalecimiento Ministerio Salud Santiago del Estero","Fortalecimiento de las Capacidades Institucionales del Ministerio de Salud y Desarrollo Social de la Provincia de Santiago del Estero a través de la mejora en el sistema de gestión  y desarrollo de un nuevo polo hospitalario en la ciudad de La Banda","Argentina","11631230.00","9915454.00"
"00068385","The Rehabilitation of Saida Dumpsite","This project aims at rehabilitating the existing Saida uncontrolled dump and transform it into a sanitary landfill.","Lebanon","11576325.00","11558107.00"
"00011492","Urban Poverty Alleviation","Local Partnership For Urban Poverty Alleviation - Works to improve livelihoods and living conditions in partnership with  the Government of Bangladesh and UN Habitat","Bangladesh","11537301.00","13878036.00"
"00049243","Fortalecimiento Instituto Nacional de Estadisticas","Contribuir a mejorar la generación de información estadística para la toma de decisiones de agentes públicos y privados, apoyando al Instituto Nacional de Estadísticas a mejorar la calidad, integridad y acceso a la información estadìstica.","Venezuela","11210266.00","6473226.00"
"00058659","Improving accessibility to high quality DOTs in Zimbabwe","Round 8 TB Grant: Towards universal access: Improving accessibility to high quality DOTs in Zimbabwe","Zimbabwe","10914326.00","9139308.00"
"00036408","DESARROLLO METROPOLITANO MUNICIPALIDAD DE GUATEMALA","PROGRAMA DE DESARROLLO METROPOLITANO DE LA MUNICIPALIDAD DE GUATEMALA","Guatemala","10510137.00","10445831.00"
"00063524","National Energy Efficiency Programme -  Phase 2","The second phase of a capacity development programme for the new Saudi Energy Efficiency Centre to develop Energy Efficiency Policy and Regulations","Saudi Arabia","10422000.00","10345176.00"
"00071929","Malawi Electoral Cycle Support 2013-2016","Support the Malawian Electoral Commission (MEC) to sustainably deliver free, fair and credible election processes that reflect the will of the people in Malawi.","Malawi","10414719.00","10759090.00"
"00041098","Poverty Oriented Infrastructure through Employment Generation Programme Phases V - VIII","Poverty Oriented Infrastructure through Employment Generation Programme Phases V  - VIII  included approximately 325 smale scale infrastructure works in the West Bank and Gaza Strip.","Prog for Palestinian People","10404465.00","7547556.00"
"00059485","Sudan Common Humanitarian Fund 2010","UNDP Sudan Common Human Fund CHF 2010 is a multi-donor pooled fund used to support the timely allocation and disbursement of donor resources to the most critical humanitarian needs of Sudan","Sudan, Republic of the","10276773.00","3771549.00"
"00063928","Global HIV, Health and Development Project","Policy and technical support to address development dimensions of HIV and health. UNDP’s work in HIV and health is guided by the 2030 Agenda for Sustainable Development & the UNDP Strategic Plan 2018-2021.","Bureau Policy & Prog Support","10233077.00","9063820.00"
"00064003","Scale up of the response to HIV","Continuing scale up of the response to HIV with particular focus on Most-at-Risk Population and strengthening system and capacity for universal access to HIV prevention, diagnosis, treatment and care in Uzbekistan","Uzbekistan","10199675.00","7456817.00"
"00070594","DRC-PF/MULTISECTORIAL NGO's","Projet humanitaire multisectoriel pour assurer la protection et l'assistance des réfugiés et demandeurs d'asile en RDC","Democratic Republic of Congo","10163518.00","9521381.00"
"00073645","Peace Consolidation and Governance in Sahel","Peace Consolidation and Governane","Reg Bureau for Africa","9924083.00","7754593.00"
"00050123","Emergency Supply & Advanced Plan for Early Recovery-Gaza","Emergency Supply & Advanced Plan. for Early Recovery-Gaza.  This project aims to support advanced UN ER co.ord. and inter-agency programming, for comprehensive and multi-stakeholders.","Prog for Palestinian People","9858522.00","9015367.00"
"00059394","Dinamización de Economias Locales","Dinamización de economías locales mediante el desarrollo y la reconstrucción de la infraestructura pública.","El Salvador","9845458.00","9841958.00"
"00064986","Programme accélération d'appui aux populations Centrafricaine","Les populations centrafricaines et particulièrement les plus vulnérables participent à la formulation des programmes sociaux, utilisent les services de base, saisissent et valorisent au mieux les opportunités.","Central African Republic","9718613.00","5523728.00"
"00070016","APOYO LOGÍSITICO PROCESO DE PAZ DE COLOMBIA","Realizar el apoyo logístico y operativo para el desarrollo de la Mesa de Diálogo en el marco del Proceso de Paz que adelanta el Gobierno Colombiano, garantizando de manera eficaz y transparente, los recursos necesarios para el funcionamiento de la Mesa","Colombia","9522198.00","9322368.00"
"00049382","Fortalecimiento de la intergracion de la politica social del Ministerio en el territorio.","Apoyar la transformación de la política social integrando las acciones de gobierno en el plano social, institucional y territorial","Argentina","9460030.00","9214403.00"
"00064570","Projet Elections 2012-2014","Le projet traduit l'engagement des Nations Unies pour appuyer financièrement et techniquement le processus électoral en vue de contribuer à  'enracinement de l'Etat de droit, la démocratie pluraliste et la stabilité politique au Mali","Mali","9192968.00","9979070.00"
"00048982","Conflict Team Workplan","Workplan for Conflict Prevention and Recovery Team at Bureau for Crisis Prevention and Recovery","Bureau Policy & Prog Support","9168980.00","7355558.00"
"00075077","EFICACIA Y EFICIENCIA EN USO DE RECURSOS REGALIAS","Fortalecer las capacidades de gestión pública territorial y nacional en el uso eficaz y eficiente de los recursos provenientes del Sistema General de Regalías (SGR)","Colombia","8960622.00","8776592.00"
"00076945","Tercera Fase Apoyo a las y los jóvenes del nivel medio s","Tercera Fase Apoyo a las y los jóvenes del nivel medio superior para el desarrollo de su proyecto de vida y prevención de riesgos.","Mexico","8955826.00","8713873.00"
"00057501","Democratic Governance","Democratic Governance","Bureau Policy & Prog Support","8752784.00","3746287.00"
"00051402","Somali Institutional Development Project","Developing key central government and public institutions so that they can administer and manage core government functions more effectively which in turn will lead to more effective and efficient service delivery to the Somali people.","Somalia","8681989.00","6531819.00"
"00073131","South Sudan CHF MA/NGO 2013","South Sudan Common Humanitarian Fund (South Sudan CHF) Management Agent/NGO execution - 2013 round1","South Sudan, Republic of","8548681.00","9295847.00"
"00064555","Facilitating evidence base&open dialogue on post-2015 DA","Facilitating an evidence base and open dialogue on the post-2015 development agenda","Bureau Policy & Prog Support","8462536.00","5445603.00"
"00058614","ACCESS TO JUSTICE IN SOMALIA","The project will focus on provision of legal aid to the minority & vulnerable groups, training of lawyers and judges, rehabilitation/constructions of courts and prisons, address gender and human rights issues","Somalia","8457684.00","6902815.00"
"00063099","Sector Plan for HCFC Phase-out in the ICR Sector","Sector Plan for Hydrochlorofluorocarbon (HCFC) Phase-out in Industrial and Commercial Registration and Air Conditioning (ICR) Sector in China (Stage I: compliance with 2013 and 2015 targets)","China","8424373.00","8411373.00"
"00058593","Strengthening supportive env-t to contain HIV epidemic","The goal of the GFATM-funded project “Strengthening the supportive environment and scaling up prevention, treatment and care to contain HIV epidemic in the Republic of Tajikistan” (GFATM grant # TAJ-809-G07-H) is to provide universal access to HIV servic","Tajikistan","8418011.00","5531707.00"
"00070333","DRC-PF/Water Sanitation and Hygiene NGO's","Projet humanitaire cluster Eau & Assainissement/ Pooled Fund de la République démocratique du Congo","Democratic Republic of Congo","8248134.00","7520843.00"
"00058568","Desarrollo Económico Incluyente","El objetivo de la presente iniciativa es la integración productiva para población en situación de pobreza y vulnerabilidad mediante el desarrollo de una política de inclusión productiva y el fortalecimiento de capacidades locales","Colombia","8127334.00","7299101.00"
"00041978","Promoting Access to Justice & Human Rights in Bangladesh","Promoting Access to Justice & Human Rights in Bangladesh - Aims to improve access to justice, especially for disadvantaged and vulnerable groups","Bangladesh","8115150.00","7545792.00"
"00077970","Access to Justice and Rule of Law","Access to Justice and Rule of Law project contributes to the strengthening of peace infrastructures and accountable governance at the national and sub-national levels.","South Sudan, Republic of","8048610.00","5611379.00"
"00066597","Apoyo al Programa Primeros Años – Segunda etapa","El objetivo general del proyecto es generar condiciones familiares, comunitarias e institucionales para promover el desarrollo infantil temprano, desde un abordaje integral.","Argentina","7950570.00","4974589.00"
"00065426","Libya Electoral Assistance Project (LEAP)","the project supports the government to prepare for  well -administered, transparent and credible elections that represent the will of the Libyan people and meet international best practices.","Libya","7940748.00","6853903.00"
"00071928","Gender Equality Project (GEP - II)","Gender Equality Project II aims to improve the social and economic status of vulnerable Afghan women and girls.","Afghanistan","7908230.00","6199129.00"
"00058906","Control, vigilancia y evaluación de impacto regalias","Mediante los esfuerzos conjuntos del DNP y el PNUD, este proyecto pretende fortalecer las capacidades de gestión pública territorial y nacional con el fin de asegurar el control, la vigilancia, la implementación de procedimientos correctivos y evaluación","Colombia","7901965.00","7796122.00"
"00074124","Livelihood Support for Social Cohesion","Livelihood Support for Social Cohesion through increasing capacities of target communities and institutions","Myanmar","7828386.00","7423290.00"
"00074098","Emerg.Assist for the Restor/Stabilization of Livelihoods","Emergency Assistance for the Restoration/ Stabilization of Livelihoods for People Affected by the Crisis in Syria","Syria","7760088.00","6579137.00"
"00062372","Reduction of human immunodeficiency HIV infection spread","Reduction of human immunodeficiency virus (HIV) infection spread among the most vulnerable population.","Kyrgyzstan","7730954.00","6291234.00"
"00064257","Community Security and Arms Control Programme","Community Security and Small Arms Control Programme Support to BCSSAC in South Sudan","South Sudan, Republic of","7672490.00","6359525.00"
"00058553","Enhancing National Capacity for Agricultural Growth.","To contribute to the agricultural transformation agenda through increased agricultural productivity and commercialization. The project focuses on creating a favourable policy environment and facilitating additional knowledge and investment in the sector.","Ethiopia","7598161.00","7512260.00"
"00077717","Desarrollo Económico Incluyente Urbano-Rural","El proyecto Desarrollo Económico Incluyente (DEI) Urbano tiene como objetivo potenciar las capacidades de la población en situación de pobreza y vulnerabilidad y víctima del conflicto armado,","Colombia","7466532.00","6405179.00"
"00043456","POS - Programme Oasis du Sud Guelmim-Assa-Tata","Programme Développement Territorial Durable des Provinces de Guelmim, Tan Tan, Tata, Assa - Zag et Tarfaya (Programme Oasis du Sud - POS)","Morocco","7362572.00","6934885.00"
"00075193","Micro-Enterprise Development Programme (MEDEP) IV","Micro-Enterprise Development Programme (MEDEP) IV. MEDEP aims to reduce poverty through creating and developing micro-enterprises and generating employment in rural areas of Nepal","Nepal","7312945.00","7018982.00"
"00051157","Desarrollo de la Agencia de Recaudación Buenos Aires","Desarrollo Institucional de la Agencia de Recaudación de la provincia de Buenos Aires","Argentina","7282690.00","7096788.00"
"00058599","Tuberculosis Prevention and Control Program 2009-2011","Strengthening Tuberculosis Prevention and Control Program in the Framework of Health System Reform in the Republic of Tajikistan","Tajikistan","7264050.00","4643182.00"
"00078979","EQUITABLE AND SUSTAINABLE ECONOMIC GROWTH","Strengthening national capacities to attain strong, diversified, sustainable and equitable economc growth.","Nigeria","7239410.00","6683496.00"
"00063219","Support to the National Demining Programme in Mozambique","National Demining Programme aims to support the mine clearing process through strengthening the IND capacity in coordinating the process, support to demining operations on the field and establishment of mechanisms to address residuals","Mozambique","7149217.00","6453037.00"
"00070692","Projet d'Appui au Cycle Electoral à Madagascar 2012-2014","Assistance renforcement capacités des principaux acteurs du processus électoral pour leur permettre de conduire de manière efficiente et pérenne un processus électoral libre, transparent, crédible et inclusif, conformément aux standards internationaux.","Madagascar","7105687.00","6743367.00"
"00072855","Appui Institutionnel  pour la Transition","Le projet vise à fournir aux acteurs nationaux, un accompagnement technique et financier en vue de rétablir la cohésion sociale et, à moyen terme, faciliter le processus de réconciliation nationale pour une paix durable en République Centrafricain","Central African Republic","7037354.00","5035004.00"
"00049570","GOUVERNANCE JUDICIAIRE ET SECURITAIRE","Programme d'appui à la Gouvernance sécuritaire et judiciaire en République démocratique du Congo (Programme 2008-2012)","Democratic Republic of Congo","6900760.00","6431687.00"
"00075132","PEI Joint UNDP-UNEP Poverty-Environm Initiative-Phase II","The joint UNDP- UNEP Poverty-Environment Initiative (PEI) is a global programme that supports country-led efforts to mainstream P-E linkages into national development policy, planning and budgeting processes.","Bureau Policy & Prog Support","6816514.00","5569094.00"
"00073717","Fortalecimiento capacidades Programa Qali Warma","Fortalecimiento de las capacidades del Programa Nacional de Alimentación Escolar Qali Warma del MIDIS para mejorar la atención alimentaria de los niños y niñas de las zonas rurales.","Peru","6679060.00","2654348.00"
"00068932","Democratic Empowerment Project","The project was established to strengthen the capacity of key institutions of democracy (Electoral Management Bodies (EMBs), Political Parties, Police, Judiciary)  to deliver inclusive, credible and peaceful elections.","United Republic of Tanzania","6597808.00","6351660.00"
"00065658","Mise à l'Echelle de Lutte Antipaludique au Tchad","Amélioration de la santé des populations par la prévention et le traitement du paludisme conformément à la politique nationale et en collaboration avec le Programme Nationale de Lutte contre le Paludisme (PNLP).","Chad","6486886.00","6475296.00"
"00068060","Lebanese Electoral Assistance Project","LEAP builds the institutional capacities of the election management structures, of the MOIM, the SCE and judicial bodies. It also targets women, youth, and PWDs participation.","Lebanon","6486078.00","1652506.00"
"00068012","Justice and Human Rights in Afghanistan Phase II","The Justice and Human Rights in Afghanistan project will improve effectiveness of the justice system and increase trust in state justice and citizen security institutions.","Afghanistan","6466531.00","5101607.00"
"00047872","Support to the Office of the Quartet Representative","Providing Operational and Logistical Support to the Office of the Quartet Representative – OQR Team – Office of Mr. Tony Blair- and staff based in Jerusalem","Prog for Palestinian People","6430298.00","5800216.00"
"00037289","Umbrella Programme for Tourism","Umbrella Programme to Support the Saudi Tourism and Antiquities Commission in promotion of the sector’s contribution to economy","Saudi Arabia","6400000.00","4568058.00"
"00060959","Clearing for Results II","National structures and mechanisms ensure demining resources are effectively allocated promoting the release of land for productive use by the poor","Cambodia","6372100.00","6209530.00"
"00057442","Respuesta Nacional VIH/sida","Avance hacia la sostenibilidad de la Respuesta Nacional para la Prevención y Atención del VIH/SIDA en la República de Cuba","Cuba","6335076.00","5909851.00"
"00077902","Multi-country South Asia (MSA-910-G02-H) Global Fund Regional MSM Programme Phase2","MSA-910-G02-H GF Regional MSM Programme Phase2","Rgnl Center in Bangkok (RCB)","6274411.00","3834375.00"
"00051000","Pacific Adaptation to Climate Change (PACC) Full Size","Pacific Adaptation to Climate Change (PACC) Full Size project aims to significantly improve the effectiveness of the response to climate change in the Pacific Island Countries","Samoa","6238258.00","5066440.00"
"00061988","Capacity for energy sector & extractives","The project goal is to assist key national institutions related to energy to promote the use of renewable energy sources, energy efficient technologies and clean technologies practices.","United Republic of Tanzania","6163957.00","5578280.00"
"00064738","DARFUR COMMUNITY PEACE AND DEVELOPMENT FUND (PHASE 2)","Multi-donor pooled fund.
PURPOSE: COMMUNITIES STABILIZED AND TRUST AND CONFIDENCE BETWEEN COMMUNITIES IS RESTORED, PAVING THE WAY TOWARDS EARLY RECOVERY.","Sudan, Republic of the","6140278.00","10098978.00"
"00064906","Cycle élect 2012/14","Appuyer les structures de gestion des processus électoraux et les acteurs électoraux à contribuer pour améliorer le cadre de gouvernance démocratique en Guinée-Bissau.","Guinea-Bissau","6103927.00","6269373.00"
"00061753","Integrated Water Resources Management","Increasing climate resilience through an Integrated Water Resource Managment programme in 3 Islands","Maldives","6097913.00","5878190.00"
"00031641","Project Implementation Services by Opert.Unit for Dev.As","Project Implementation Services by the Operational Unit for Development Assistance (OUDA)","Egypt","6063041.00","5934636.00"
"00063539","BRA/11/009 - FORTALECIMENTO DA AGRICULTURA FAMILIAR","The objective of this project is reduce levels of rural poverty, with poverty eradication and povetry reduction, promotion the economic organization and production of environmentaly sustainable family farmers","Brazil","6049291.00","5286003.00"
"00033274","Human Development Reports","Promote HD approach both internationally and nationally through HDRs and NHDRs","Human Development Report Ofc","5976223.00","5102745.00"
"00072461","UNIVERSAL ACCESS TO HIV TREATMENT CONSOLIDATED","Ensure Universal Access of the Key Affected Populations in Belarus to HIV Prevention, Treatment and Care, Consolidated Grant BLR-H-UNDP","Belarus, Republic of","5967407.00","5859735.00"
"00059913","Programa Regional  de Seguridad Alimentaria Fase II","Programa Regional de Seguridad Alimentaria y Nutricional para Centroamérica Fase II (PRESANCA).","Nicaragua","5809997.00","5744700.00"
"00061652","Supporting ROL 4 peaceful, just &inclusive scoietie(AOI)","Strengthening capacity of courts, increased access to justice, improved police services, legal aid, improved rule of law policies, and representation mechanism for men, women and other vulnerable groups in Khyber Pakhtunkhwa.","Pakistan","5792187.00","4853978.00"
"00061060","BRA/10/008 – Projeto de Estruturação do Sistema de Vigilância e Monitoramento de Produtos para a Saúde.","BRA/10/008 – Projeto de Estruturação do Sistema de Vigilância e Monitoramento de Produtos para a Saúde.","Brazil","5775619.00","3180288.00"
"00058616","DDR/ARMED VIOLENCE REDUCTION PROJECT IN SOMALIA","Renamed The Community Security Project, it supports the Somali government authorities in the development and implementation of key National Peacebuilding and Community Security Policies and the development of alternative sentencing guidelines.","Somalia","5768081.00","4382602.00"
"00047321","Support to National TB and HIV/AIDS control Programs","Enhanced Capacity of Government of Iraq  to address TB and HIV/AIDS including the delivery and usage of GFATM resources","Iraq","5719627.00","4418922.00"
"00049266","Justice and Security Strengthening the Rule of Law in Conflict/Post-Conflict Situations","JSSR: A Global Programme for Justice and Security
Strengthening the Rule of Law in Conflict/Post-Conflict Situations","Crisis Response Unit","5719586.00","4670222.00"
"00062785","Local Government Support Program","Strengthened capacities of local governments and other stakeholders to foster participatory local development service delivery for the MDGs","Bangladesh","5709951.00","5357066.00"
"00080005","South Sudan CHF 2014- Emergency","South Sudan Common Humanitarian Fund (South Sudan CHF) Management Agent/NGO execution-Emergency (Reserve)","South Sudan, Republic of","5708356.00","5708353.00"
"00078163","Improving efficiency of vaccination systems","Health System Strengthening through Electronic Vaccine Intelligence Network (eVIN) across states","India","5666000.00","681878.00"
"00048958","CPR Policy and Planning","Policy and Planning for UNDP Crisis Prevention and Recovery Practice","Crisis Response Unit","5650496.00","3456333.00"
