"project_id","title","description","operating_unit","budget","expense"
"00063928","Global HIV, Health and Development Project","Policy and technical support to address development dimensions of HIV and health. UNDP’s work in HIV and health is guided by the 2030 Agenda for Sustainable Development & the UNDP Strategic Plan 2018-2021.","Bureau Policy & Prog Support","22480740.00","10581231.00"
"00062207","GFATM Round 7 Phase 2 Malaria Grant in Zambia","Improved access to anti-malarial drugs; expand use of diagnostics in health facilities and at community level using RDTs and, training of health care workers in malaria case management","Zambia","21900493.00","8338975.00"
"00063879","Global Fund Malaria Round 10","Malaria interventions Scaling-up for Universal Coverage to reduce malaria-related morbidity and mortality by 50% of the 2009 levels by 2016 .","Sudan, Republic of the","21814854.00","24157897.00"
"00058919","Comprehensive Disaster Management Programme (CDMP)","Comprehensive Disaster Management Programme II is being developed further reduce Bangladesh's vulnerability to adverse natural and anthropocentric hazards and extreme events, including the devastating potential impacts of climate change.","Bangladesh","20614768.00","19555784.00"
"00058925","2KEN09201 Support to Electoral Reforms in Kenya","Support to Electoral Reforms and Processes in Kenya","Kenya","20369992.00","20442244.00"
"00073131","South Sudan CHF MA/NGO 2013","South Sudan Common Humanitarian Fund (South Sudan CHF) Management Agent/NGO execution - 2013 round1","South Sudan, Republic of","20242711.00","15031053.00"
"00058906","Control, vigilancia y evaluación de impacto regalias","Mediante los esfuerzos conjuntos del DNP y el PNUD, este proyecto pretende fortalecer las capacidades de gestión pública territorial y nacional con el fin de asegurar el control, la vigilancia, la implementación de procedimientos correctivos y evaluación","Colombia","20126926.00","18782520.00"
"00011492","Urban Poverty Alleviation","Local Partnership For Urban Poverty Alleviation - Works to improve livelihoods and living conditions in partnership with  the Government of Bangladesh and UN Habitat","Bangladesh","19386613.00","23732372.00"
"00070162","Fighting HIV /AIDS in Mali","Projet Phase du Round 8 VIH/Sida du Fonds Mondial: Prévention et Traitement du VIH/SIDA au Mali","Mali","19263466.00","14287833.00"
"00058661","Health Systems Strengthening Cross-Cutting Interventions","Health Systems Strengthening Cross-Cutting Interventions","Zimbabwe","19121655.00","16335659.00"
"00070692","Projet d'Appui au Cycle Electoral à Madagascar 2012-2014","Assistance renforcement capacités des principaux acteurs du processus électoral pour leur permettre de conduire de manière efficiente et pérenne un processus électoral libre, transparent, crédible et inclusif, conformément aux standards internationaux.","Madagascar","18426222.00","15372752.00"
"00064223","r3.1 Global Fund Portfolio","Key basic service delivery systems are in place, laying the groundwork for increased demand and provision of TB, HIV and HSS services","South Sudan, Republic of","17692568.00","17353604.00"
"00064555","Facilitating evidence base&open dialogue on post-2015 DA","Facilitating an evidence base and open dialogue on the post-2015 development agenda","Bureau Policy & Prog Support","16870579.00","12400959.00"
"00061483","Haiti: Scaling up the Response to HIV/AIDS","Haiti: Scaling up the Response to HIV/AIDS - Increase in funding and activities to fight HIV AIDS","Haiti","16752306.00","12681733.00"
"00058607","CIVILIAN POLICE PROJECT IN SOMALIA","The project works towards an efficient, effective, professional civilian police service that meets the requirements for community policing and the needs and expectations of all Somalis; In particular, supporting accountability and oversight mechanisms.","Somalia","16260097.00","11050650.00"
"00060694","Support to the Establishment of Indonesia REDD+","This project is designed to support the task force in the preparatory work for strengthening the REDD+ (reducing emissions from deforestation and forest degradation) readiness and its infrastructures.","Indonesia","16145668.00","16087155.00"
"00068950","Modernization of Bagratashen, Bavra, Gogavan BCPs","The overall objective of this project is to support the Government of Armenia in implementation of the selected provisions of the Government Decree #482 (21.04.2011) on the approval of 2011-2015 IBM Action Plan","Armenia","16125071.00","12405198.00"
"00062306","GFATM Round 8 HIV Grant in Zambia","Improved access to antiretroviral treatment (ART), scale –up prevention through HIV Counselling and testing services, male circumcision, provision of condoms and blood safety program","Zambia","16055671.00","12069551.00"
"00063389","Support to Elections during Transitional Period","Support to Elections during Transitional Period to support the electoral cycle following phase II of the Transitional Period","Yemen","15835989.00","11024183.00"
"00079748","DRC Joint programming IV","Projet d'appui aux activités humanitaires en République démocratique du Congo","Democratic Republic of Congo","15789019.00","15533612.00"
"00048435","COMISION INTERNACIONAL CONTRA IMPUNIDAD CICIG","International Commission against Impunity in Guatemala (CICIG)","Guatemala","14885046.00","14365661.00"
"00062317","Programme de Prévention des Conflits&Consolidation Paix","Renforcement des capacités pour la Prévention et gestion des Conflits & Consolidation de la paix en Guinée.","Guinea","14822592.00","14470440.00"
"00048935","Country Support Team Workplan","BCPR Programme Support & Operations Cluster Workplan for all Regional Teams","Crisis Response Unit","14691574.00","11447739.00"
"00062307","GFATM Round 10 HIV Grant in Zambia","Improved access to Antiretroviral Therapy and increased access to HIV counselling and testing services","Zambia","14585279.00","14430323.00"
"00076034","South Sudan CHF MA/NGO Round 2","South Sudan Common Humanitarian Fund (South Sudan CHF) Management Agent/NGO execution -2013 round2","South Sudan, Republic of","14467015.00","5499224.00"
"00073182","Improving efficiency of health care systems","Improving efficiency of health care systems in multiple states including Haryana and West Bengal","India","14223688.00","11191051.00"
"00011503","Development and Confidence Building in the Chittagong Hill Tracts (CHT)","Development and Confidence Building in the Chittagong Hill Tracts (CHT)","Bangladesh","14165261.00","14276493.00"
"00045545","RAF06002 Support MDG-Based Nt'l Dev. & Poverty Reduction","Support to MDG-Based Nt'l Dev. & Poverty Reduction","Reg Bureau for Africa","13860397.00","10911320.00"
"00056855","Capacity for Governance Programme & Conflict Management","Supporting Nigeria's Capacity for Governance  and Conflict Prevention, Management and Peace-Building at the Federal and State level.","Nigeria","13478388.00","12420299.00"
"00014311","Desarrollo de los Centros de Justicia","Proyecto de Infraestructura y Desarrollo de los Centros de Justicia, de la Corte Suprema de Justicia.","Paraguay","13422833.00","13422833.00"
"00057030","Global Fund Malaria Round 7","Scaling up Malaria Intervention (SIM) in Northern Sudan to contribute to the improvement of the health status in northern part of Sudan.","Sudan, Republic of the","13305930.00","9984980.00"
"00040048","Prevention & control of HIV/AIDS, Malaria, TB in IR Iran","The prevention and control of HIV/AIDS, Malaria and Tuberculosis in I. R. Iran through public, civil society and private partnership - Global Funds for AIDS, Tuberculosis and Malaria (GFATM)","Iran, Islamic Republic of","12513055.00","11279644.00"
"00062552","Fortalecimiento Ministerio Salud Santiago del Estero","Fortalecimiento de las Capacidades Institucionales del Ministerio de Salud y Desarrollo Social de la Provincia de Santiago del Estero a través de la mejora en el sistema de gestión  y desarrollo de un nuevo polo hospitalario en la ciudad de La Banda","Argentina","12337312.00","11647258.00"
"00064257","Community Security and Arms Control Programme","Community Security and Small Arms Control Programme Support to BCSSAC in South Sudan","South Sudan, Republic of","12031949.00","15009994.00"
"00037179","BRA/04/044-Implement of projects and activit CTPD Latin","BRA/04/044 - Implementation of South-South cooperation projects and activities in Latin America, Africa and CPLP","Brazil","11998583.00","11182025.00"
"00064003","Scale up of the response to HIV","Continuing scale up of the response to HIV with particular focus on Most-at-Risk Population and strengthening system and capacity for universal access to HIV prevention, diagnosis, treatment and care in Uzbekistan","Uzbekistan","11887092.00","10869170.00"
"00061908","Atención Primaria de la Salud Buenos Aires","Apoyo al Fortalecimiento de la Estrategia de Atención Primaria  de la Salud  de la Provincia de Buenos Aires","Argentina","11546971.00","1988742.00"
"00058898","National Institution Building Project","National Institution Building Project - Building the organizational capacity of leading Government ministries or agencies at the national level and local authorities at the sub-national level","Afghanistan","11454271.00","8757297.00"
"00069442","Modernizacion y Gestion de los activos estrategicos","Programa de Modernización y gestión de los activos estratégicos de la Comisión Ejecutiva Portuaria Autónoma","El Salvador","11349346.00","11349346.00"
"00049382","Fortalecimiento de la intergracion de la politica social del Ministerio en el territorio.","Apoyar la transformación de la política social integrando las acciones de gobierno en el plano social, institucional y territorial","Argentina","11305077.00","5114387.00"
"00058659","Improving accessibility to high quality DOTs in Zimbabwe","Round 8 TB Grant: Towards universal access: Improving accessibility to high quality DOTs in Zimbabwe","Zimbabwe","11245857.00","7789147.00"
"00065878","South Sudan CHF MA/NGO","South Sudan Common Humanitarian Fund (South Sudan CHF) Management Agent/NGO execution","South Sudan, Republic of","11113854.00","7634110.00"
"00062372","Reduction of human immunodeficiency HIV infection spread","Reduction of human immunodeficiency virus (HIV) infection spread among the most vulnerable population.","Kyrgyzstan","11108777.00","9322779.00"
"00062980","Strengthening Electoral and Legislative Processes","Strengthening the institutional capacity of the Election Commission of Pakistan (ECP), building momentum for electoral reforms and supporting ECP to implement a comprehensive civic education strategy, focusing on women and youth","Pakistan","11096596.00","10307998.00"
"00014285","Programa de Desarrollo Sostenible de Darien","Apoyo al desarrollo sostenible de la provincia del Darién a través del ordenamiento territorial, manejo ambiental y fortalecimiento de la institucionalidad local.","Panama","11025529.00","7687105.00"
"00042025","European Union Border Assistance Mission","European Union Border Assistance Mission to Moldova and Ukraine – enhancing the border and customs management capacities","Ukraine","11024967.00","10400403.00"
"00064522","Estrategia de Comunicación Poder Ejecutivo","Desarrollo e Implementación de la Estrategia de Comunicaciones del Poder Ejecutivo","Peru","10924288.00","10924288.00"
"00063539","BRA/11/009 - FORTALECIMENTO DA AGRICULTURA FAMILIAR","The objective of this project is reduce levels of rural poverty, with poverty eradication and povetry reduction, promotion the economic organization and production of environmentaly sustainable family farmers","Brazil","10907227.00","5096691.00"
"00057409","Supporting the Rule of Law and Access to Justice","Strengthening Democratic Governance and the Social Contract by Supporting the Rule of Law (ROL) and Access to Justice in West Bank and Gaza","Prog for Palestinian People","10889422.00","9627949.00"
"00060736","BRA/10/005 – Projeto Sul-Sul de Fortalecimento do Ministerio da Saude Publica e da Populacao","The project objective is to strengthening of the health system and epidemiological surveillance in Haiti with the Brazilian Ministry of Helth and Cuba","Brazil","10751303.00","3171424.00"
"00050123","Emergency Supply & Advanced Plan for Early Recovery-Gaza","Emergency Supply & Advanced Plan. for Early Recovery-Gaza.  This project aims to support advanced UN ER co.ord. and inter-agency programming, for comprehensive and multi-stakeholders.","Prog for Palestinian People","10691588.00","9667404.00"
"00064379","Stabilization Programmes and Rapid Stabilization Facility","SSRF-UN Joint Stabilization Programmes (Eastern Equatoria, Jonglei, Lakes & Warrap) and Rapid Stabilization Facility (RSF)","South Sudan, Republic of","10689270.00","8461959.00"
"00059147","Global Fund Single Stream of Funding TB/HSS","Comprehensiveness and Quality of DOTS in Sudan, addressing TB control in war-affected, post conflict areas and other challenges.","Sudan, Republic of the","10578342.00","9490447.00"
"00036408","DESARROLLO METROPOLITANO MUNICIPALIDAD DE GUATEMALA","PROGRAMA DE DESARROLLO METROPOLITANO DE LA MUNICIPALIDAD DE GUATEMALA","Guatemala","10220571.00","9027029.00"
"00073645","Peace Consolidation and Governance in Sahel","Peace Consolidation and Governane","Reg Bureau for Africa","10194475.00","4249910.00"
"00064738","DARFUR COMMUNITY PEACE AND DEVELOPMENT FUND (PHASE 2)","Multi-donor pooled fund.
PURPOSE: COMMUNITIES STABILIZED AND TRUST AND CONFIDENCE BETWEEN COMMUNITIES IS RESTORED, PAVING THE WAY TOWARDS EARLY RECOVERY.","Sudan, Republic of the","10091253.00","5232891.00"
"00041188","Support to the Electoral Process in Bangladesh","Support to the Electoral Processes in Bangladesh","Bangladesh","10044841.00","6743185.00"
"00070238","South Sudan Common Humanitarian Fund (South Sudan CHF) - NGO Rd. 2","South Sudan Common Humanitarian Fund (South Sudan CHF) Management Agent/NGO execution","South Sudan, Republic of","10037875.00","6640822.00"
"00044201","DEPRIVED FAMILIES ECONOMIC EMPOWERMENT PROGRAMME DEEP","DEPRIVED fAMILIES ECONOMIC EMPOWERMENT PROGRAMME DEEP to empower and graduate the depressed & deprived Palestinian families (cronic & hard hit poor ) from being receipients of humanitarian assistance to providers of income.","Prog for Palestinian People","9792727.00","9289755.00"
"00058568","Desarrollo Económico Incluyente","El objetivo de la presente iniciativa es la integración productiva para población en situación de pobreza y vulnerabilidad mediante el desarrollo de una política de inclusión productiva y el fortalecimiento de capacidades locales","Colombia","9721914.00","9394552.00"
"00063875","Intensifying the HIV/AIDS National Response","Intensifying the HIV/AIDS National Response","Sudan, Republic of the","9706994.00","9158929.00"
"00057938","New Nicosia Waste Water Treatment Plant","The project for the new Nicosia Waste Water Treatment Plant aims to promote and facilitate access to wastewater services to both communities of Nicosia as a fundamental contribution to the on-going peace and confidence building process.","Cyprus","9588655.00","8568365.00"
"00058204","CONSOLIDATED DEMOCRATIC&PARTICIPATORY GOVERNANCE INAFRIC","CONSOLIDATED DEMOCRATIC AND PARTICIPATORY GOVERNANCE IN AFRICA","Regional SC - Johannesburg","9560121.00","7712320.00"
"00061278","SUPPORT TO THE ELECTORAL CYCLE IN SIERRA LEONE","The project aims at electoral institutions strengthened to oversee the conduct of free, fair and credible elections.","Sierra Leone","9286981.00","7985785.00"
"00049570","GOUVERNANCE JUDICIAIRE ET SECURITAIRE","Programme d'appui à la Gouvernance sécuritaire et judiciaire en République démocratique du Congo (Programme 2008-2012)","Democratic Republic of Congo","9249276.00","8782622.00"
"00041138","Reducing the Burden of HIV/AIDS in Angola","Strengthened the institutional capacity of the national HIV&AIDS programme, National health information system, epidemiological surveillance and expansion of counseling and testing centres for treatment support nationwide.","Angola","9127406.00","7324026.00"
"00063219","Support to the National Demining Programme in Mozambique","National Demining Programme aims to support the mine clearing process through strengthening the IND capacity in coordinating the process, support to demining operations on the field and establishment of mechanisms to address residuals","Mozambique","9035050.00","8509094.00"
"00048982","Conflict Team Workplan","Workplan for Conflict Prevention and Recovery Team at Bureau for Crisis Prevention and Recovery","Bureau Policy & Prog Support","8938455.00","7023811.00"
"00059394","Dinamización de Economias Locales","Dinamización de economías locales mediante el desarrollo y la reconstrucción de la infraestructura pública.","El Salvador","8917380.00","9591730.00"
"00051402","Somali Institutional Development Project","Developing key central government and public institutions so that they can administer and manage core government functions more effectively which in turn will lead to more effective and efficient service delivery to the Somali people.","Somalia","8913600.00","6794787.00"
"00060728","Fortalecimiento Agencia Nacional de Seguridad Vial","Fortalecimiento Institucional de la Agencia Nacional de Seguridad Vial (ANSV)","Argentina","8862141.00","8043160.00"
"00072642","Support to Public Administration","(IGAD Regional Initiative for capacity enhancement for South Sudan is an initiative that promotes regional collaboration and South – South linkages through placement of 200 qualified CSSOs from the three IGAD countries of Ethiopia, Kenya and Uganda)","South Sudan, Republic of","8775947.00","7940526.00"
"00049636","Electoral Support Project (ESP)","Institutional Strengthening and Professional Development Support for the Election Commission of Nepal","Nepal","8752749.00","7944780.00"
"00064278","Appui processus constitutionnel & dialogue national","Appui au processus constitutionnel et parlementaire et au dialogue national en Tunisie.","Tunisia","8645233.00","8321424.00"
"00063257","UN-REDD Global Programme Support to National REDD+Action","United Nations-Reducing Emissions from Deforestation and Forest Degradation Global Programme Framework","Bureau Policy & Prog Support","8623057.00","6251880.00"
"00061056","BRA/10/006 – Projeto de Estruturação da Governança na Re","BRA/10/006 – Projeto de Estruturação da Governança na Resposta Nacional ao HIV, Aids e outras DST.","Brazil","8593361.00","4163766.00"
"00065426","Libya Electoral Assistance Project (LEAP)","the project supports the government to prepare for  well -administered, transparent and credible elections that represent the will of the Libyan people and meet international best practices.","Libya","8563298.00","5368966.00"
"00074121","Strengthen Institutional Capacity-Sustainable Livelihood","Strengthened institutional capacity of institutions to support sustainable livelihoods and reintegration programs.","Myanmar","8484473.00","7222969.00"
"00061733","United Nations Millennium Campaign","UNITED NATIONS MILLENNIUM CAMPAIGN Campaigning and Advocacy for the Millenium Development Goals","Bureau Policy & Prog Support","8182659.00","5318852.00"
"00058593","Strengthening supportive env-t to contain HIV epidemic","The goal of the GFATM-funded project “Strengthening the supportive environment and scaling up prevention, treatment and care to contain HIV epidemic in the Republic of Tajikistan” (GFATM grant # TAJ-809-G07-H) is to provide universal access to HIV servic","Tajikistan","8103929.00","7740194.00"
"00061060","BRA/10/008 – Projeto de Estruturação do Sistema de Vigilância e Monitoramento de Produtos para a Saúde.","BRA/10/008 – Projeto de Estruturação do Sistema de Vigilância e Monitoramento de Produtos para a Saúde.","Brazil","7981575.00","2251591.00"
"00070586","DRC-PF/SHELTHER & NON FOOD ITEMS NGO's","Projet humanitaire cluster SHELTHER & NON FOOD ITEMS/Pooled Fund de la République démocratique du Congo","Democratic Republic of Congo","7978119.00","6221714.00"
"00058599","Tuberculosis Prevention and Control Program 2009-2011","Strengthening Tuberculosis Prevention and Control Program in the Framework of Health System Reform in the Republic of Tajikistan","Tajikistan","7957608.00","4096270.00"
"00065939","Single Stream  Funding Malaria (SSF)","TOWARDS UNIVERSAL ACCESS: SCALING UP EFFECTIVE MALARIA CONTROL INTERVENTIONS IN ZIMBABWE","Zimbabwe","7879059.00","11403197.00"
"00065658","Mise à l'Echelle de Lutte Antipaludique au Tchad","Amélioration de la santé des populations par la prévention et le traitement du paludisme conformément à la politique nationale et en collaboration avec le Programme Nationale de Lutte contre le Paludisme (PNLP).","Chad","7778500.00","4756034.00"
"00041978","Promoting Access to Justice & Human Rights in Bangladesh","Promoting Access to Justice & Human Rights in Bangladesh - Aims to improve access to justice, especially for disadvantaged and vulnerable groups","Bangladesh","7756624.00","6767920.00"
"00058220","REDES-ESTRATEGIA DESARROLLO, PAZ Y RECONCILIACION","Contribuir a la construcción social de paz, al desarrollo humano, la gobernabilidad democrática y la reconciliación a través del respaldo y fortalecimiento, en los ámbitos nacional y territorial, de iniciativas de la sociedad civil y del Estado","Colombia","7733016.00","6379214.00"
"00047557","Tecnologías de la Información y Comunicaciones","Tecnologías de la Información y Comunicaciones (TICs) como medio de inclusión social en Argentina.","Argentina","7593156.00","264680.00"
"00047111","Making Budgets and Aid Work (MBAW)","Making Budgets and Aid Work (MBAW) supports Ministry of Finance in budget planning and management as well as national policy planning and aid management.","Afghanistan","7567077.00","6184422.00"
"00048246","Community Based Approach to Local Development Project","Community Based Approach to Local Development Project (CBA) – to create enabling environment for sustainable socio-economic development at local level by promoting local self-governance abd community-based initiatives throughout Ukraine.","Ukraine","7500014.00","7862416.00"
"00049785","2KEN08215 AMKENI WAKENYA","Supporting CSOs working in the areas of democracy, human rights, access to justice, good governance and the integration of a human rights-based approach and gender mainstreaming in governance processes and reforms in Kenya","Kenya","7418211.00","7526200.00"
"00014300","Programa de Desarrollo Sostenible Bocas del Toro","Fortalecimiento interinstitucional para el desarrollo de la Estrategia de Desarrollo Sostenible de la provincia de Bocas del Toro","Panama","7322182.00","5661083.00"
"00066680","Support to Transitional Governance Structures in Libya","the project provides targeted technical support to assist the Government to build the capacity of transitional governance structures. Priorities are: the decentralization, rule of law programs and elections and constitution formulation","Libya","7216194.00","4061328.00"
"00063618","Support to the UXO Lao Programme (2013-2017)","The Lao National Unexploded Ordnance Programme (UXO Lao) is able to effectively manage clearance and risk education programmes in communities at risk in support of achieving national development goals and fulfilling international treaty obligations.","Lao People's Democratic Republ","7196197.00","6935326.00"
"00051037","Sudan Disarmament, Demobilzation and Reintegration","Sudan Multi Year Disarmament Demobilization and Reintegration Programme","Sudan, Republic of the","7114803.00","6862995.00"
"00079219","DRC Joint programming III","DRC-Pooled Fund/Management agent projet IV dans  la mise en oeuvre des projets humanitaires en République Démocratique du Congo par les biais des ONGs","Democratic Republic of Congo","7091340.00","7227663.00"
"00050540","Gobernanza y Gestión de la Salud","Programa de Gobernanza y Gestión de Salud","Argentina","7023261.00","6437914.00"
"00070594","DRC-PF/MULTISECTORIAL NGO's","Projet humanitaire multisectoriel pour assurer la protection et l'assistance des réfugiés et demandeurs d'asile en RDC","Democratic Republic of Congo","6953540.00","5059714.00"
"00063099","Sector Plan for HCFC Phase-out in the ICR Sector","Sector Plan for Hydrochlorofluorocarbon (HCFC) Phase-out in Industrial and Commercial Registration and Air Conditioning (ICR) Sector in China (Stage I: compliance with 2013 and 2015 targets)","China","6900000.00","6900000.00"
"00059196","Confidence Building Measures  II & III","To increase confidence between Chisinau and Tiraspol by involving municipalities and civil society organizations in various economic and social confidence building projects","Moldova, Republic of","6895397.00","6677372.00"
"00056743","Environment Global Programme 2009-2015","Environment and Energy Global Programme 2009-2014.  The capacity of developing countries is strengthened to manage the environment in a sustainable manner while ensuring adequate protection and empowerment of vulnerable groups.","Bureau Policy & Prog Support","6886772.00","3561650.00"
"00071503","DOTS TB PROGRAM II PHASE Single Stream of Funding","Consolidation and Expansion of the Directly Observed Treatment, Short Term (DOTS) Program in Kyrgyzstan by Providing Access to Diagnostics and Treatment of Drug-Resistant Tuberculosis.","Kyrgyzstan","6809347.00","2047014.00"
"00014794","CIVIL AVIATION CARETAKER AUTHORITY","Civil Aviation Caretaker Authority for Somalia. It provides for the operation and maintenance of essential facilities, equipment and services for international air transport operations, including humanitarian and relief flights and local flight.","Somalia","6805312.00","1369375.00"
"00031641","Project Implementation Services by Opert.Unit for Dev.As","Project Implementation Services by the Operational Unit for Development Assistance (OUDA)","Egypt","6800000.00","6416959.00"
"00045896","Scaling-up the UNDP-UNEP Poverty-Environment Initiative","Integrating environment into poverty reduction strategies and the implementation of national development programmes","Bureau Policy & Prog Support","6776743.00","5417503.00"
"00060930","MULTIDRUG-RESISTANT TUBERCULOSIS IN BELARUS","STRENGTHENING THE SUPPORT TO VULNERABLE GROUPS AND POPULATION AT LARGE UNDER THE NATIONAL TB CONTROL STRATEGY OF BELARUS AND EXPANDING THE ACCESS TO QUALITY DIAGNOSIS AND TREATMENT OF DRUG-RESISTANT TUBERCULOSIS","Belarus, Republic of","6760765.00","5353442.00"
"00071928","Gender Equality Project (GEP - II)","Gender Equality Project II aims to improve the social and economic status of vulnerable Afghan women and girls.","Afghanistan","6634396.00","3208498.00"
"00041098","Poverty Oriented Infrastructure through Employment Generation Programme Phases V - VIII","Poverty Oriented Infrastructure through Employment Generation Programme Phases V  - VIII  included approximately 325 smale scale infrastructure works in the West Bank and Gaza Strip.","Prog for Palestinian People","6620955.00","5814132.00"
"00093060","BIH Tuberculosis Strategy","Strengthening the Directly Observed Short Treatment Course (DOTS) Strategy and Improving the National Tuberculosis Programme in Bosnia and Herzegovina","Bosnia and Herzegovina","6577638.00","5479700.00"
"00061146","Moldova Energy and Biomass Project","The Project aims to contribute to a more secure, competitive and sustainable energy production in Moldova through targeted support to the most viable and readily available local source of renewable energy, namely biomass from agricultural wastes.","Moldova, Republic of","6553921.00","5981618.00"
"00070809","DRC renforcement des capacités communautaires","Renforcement des capacités communautaires en gestion des conflits et promotion de la paix à l’Est","Democratic Republic of Congo","6510541.00","3322553.00"
"00043456","POS - Programme Oasis du Sud Guelmim-Assa-Tata","Programme Développement Territorial Durable des Provinces de Guelmim, Tan Tan, Tata, Assa - Zag et Tarfaya (Programme Oasis du Sud - POS)","Morocco","6498940.00","6414378.00"
"00060962","Integration Support of rural villages in the framework of repatriation and re-integration in Burundi","Programme  d Appui a la viabilisation des villages ruraux integres dans le cadre du rapatriement et de la reintegration au Burundi","Burundi","6484913.00","5632810.00"
"00066987","SSD CHF Emergency Reserve MA/NGO","South Sudan Common Humanitarian Fund (South Sudan CHF) Management Agent/NGO execution","South Sudan, Republic of","6430023.00","5076858.00"
"00033274","Human Development Reports","Promote HD approach both internationally and nationally through HDRs and NHDRs","Human Development Report Ofc","6331616.00","5593399.00"
"00050968","Programme de Relèvement Immédiat","Programme de Relevement Immediat en Haiti","Haiti","6302092.00","4711589.00"
"00074124","Livelihood Support for Social Cohesion","Livelihood Support for Social Cohesion through increasing capacities of target communities and institutions","Myanmar","6289047.00","5874324.00"
"00050252","Sistema de Formación Continua","Apoyo al Programa de Desarrollo de un Sistema de Formación Contínua","Argentina","6172641.00","5543543.00"
"00059570","Strengthening Capacities for Disaster Risk Red.& Livilho","Strengthening National Capacity for Disaster Risk Reduction and Livelihoods Recovery: The project aims at enhancing national capacity for Risk identification, Integrating DRR into development planning and diversifying livelihoods and recovery","Ethiopia","6158086.00","5866190.00"
